underline: pid 86912, running 300s
[2026-08-28T09:51:18Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 336us  skipped 0/240  total 1344us  upload 0us  backgrounds 516us  glyphs 396us  decorations 428us
[2026-08-28T09:51:20Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 252us  skipped 0/240  total 1327us  upload 0us  backgrounds 376us  glyphs 362us  decorations 305us
[2026-08-28T09:51:21Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 227us  skipped 0/240  total 767us  upload 0us  backgrounds 277us  glyphs 258us  decorations 231us
[2026-08-28T09:51:21Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 190us  skipped 0/240  total 749us  upload 0us  backgrounds 261us  glyphs 245us  decorations 218us
[2026-08-28T09:51:22Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 195us  skipped 0/240  total 696us  upload 0us  backgrounds 245us  glyphs 241us  decorations 204us
[2026-08-28T09:51:23Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 211us  skipped 0/240  total 661us  upload 0us  backgrounds 231us  glyphs 234us  decorations 194us
[2026-08-28T09:51:24Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 194us  skipped 0/240  total 474us  upload 0us  backgrounds 131us  glyphs 190us  decorations 114us
[2026-08-28T09:51:24Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 207us  skipped 0/240  total 417us  upload 0us  backgrounds 123us  glyphs 187us  decorations 101us
[2026-08-28T09:51:25Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 220us  skipped 0/240  total 407us  upload 0us  backgrounds 121us  glyphs 183us  decorations 100us
[2026-08-28T09:51:26Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 186us  skipped 0/240  total 419us  upload 0us  backgrounds 128us  glyphs 183us  decorations 112us
[2026-08-28T09:51:26Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 162us  skipped 0/240  total 420us  upload 0us  backgrounds 131us  glyphs 177us  decorations 111us
[2026-08-28T09:51:27Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 172us  skipped 0/240  total 419us  upload 0us  backgrounds 128us  glyphs 177us  decorations 108us
[2026-08-28T09:51:27Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 158us  skipped 0/240  total 413us  upload 0us  backgrounds 127us  glyphs 176us  decorations 108us
[2026-08-28T09:51:28Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 172us  skipped 0/240  total 392us  upload 0us  backgrounds 118us  glyphs 172us  decorations 100us
[2026-08-28T09:51:28Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 186us  skipped 0/240  total 402us  upload 0us  backgrounds 120us  glyphs 180us  decorations 101us
[2026-08-28T09:51:29Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 179us  skipped 0/240  total 439us  upload 0us  backgrounds 129us  glyphs 190us  decorations 114us
[2026-08-28T09:51:29Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 174us  skipped 0/240  total 539us  upload 0us  backgrounds 180us  glyphs 203us  decorations 152us
[2026-08-28T09:51:30Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 158us  skipped 0/240  total 410us  upload 0us  backgrounds 122us  glyphs 183us  decorations 101us
[2026-08-28T09:51:30Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 163us  skipped 0/240  total 404us  upload 0us  backgrounds 120us  glyphs 180us  decorations 100us
[2026-08-28T09:51:31Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 209us  skipped 0/240  total 1189us  upload 0us  backgrounds 416us  glyphs 325us  decorations 338us
[2026-08-28T09:51:33Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 279us  skipped 0/240  total 1370us  upload 0us  backgrounds 522us  glyphs 407us  decorations 428us
[2026-08-28T09:51:34Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 288us  skipped 0/240  total 1359us  upload 0us  backgrounds 518us  glyphs 405us  decorations 428us
[2026-08-28T09:51:36Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 303us  skipped 0/240  total 1512us  upload 0us  backgrounds 532us  glyphs 427us  decorations 429us
[2026-08-28T09:51:37Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 283us  skipped 0/240  total 1356us  upload 0us  backgrounds 517us  glyphs 402us  decorations 428us
[2026-08-28T09:51:39Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 293us  skipped 0/240  total 1348us  upload 0us  backgrounds 515us  glyphs 401us  decorations 428us
[2026-08-28T09:51:40Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 303us  skipped 0/240  total 1363us  upload 0us  backgrounds 519us  glyphs 406us  decorations 427us
[2026-08-28T09:51:42Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 296us  skipped 0/240  total 1353us  upload 0us  backgrounds 516us  glyphs 402us  decorations 428us
[2026-08-28T09:51:43Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 277us  skipped 0/240  total 1380us  upload 0us  backgrounds 516us  glyphs 428us  decorations 428us
[2026-08-28T09:51:44Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 274us  skipped 0/240  total 1337us  upload 0us  backgrounds 516us  glyphs 390us  decorations 427us
[2026-08-28T09:51:46Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 284us  skipped 0/240  total 1335us  upload 0us  backgrounds 515us  glyphs 389us  decorations 428us
[2026-08-28T09:51:47Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 281us  skipped 0/240  total 1337us  upload 0us  backgrounds 516us  glyphs 388us  decorations 427us
[2026-08-28T09:51:48Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 283us  skipped 0/240  total 1339us  upload 0us  backgrounds 516us  glyphs 389us  decorations 427us
[2026-08-28T09:51:50Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 236us  skipped 0/240  total 1213us  upload 0us  backgrounds 457us  glyphs 355us  decorations 343us
[2026-08-28T09:51:50Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 203us  skipped 0/240  total 813us  upload 0us  backgrounds 294us  glyphs 271us  decorations 246us
[2026-08-28T09:51:51Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 209us  skipped 0/240  total 898us  upload 0us  backgrounds 322us  glyphs 291us  decorations 266us
[2026-08-28T09:51:52Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 198us  skipped 0/240  total 951us  upload 0us  backgrounds 348us  glyphs 301us  decorations 288us
[2026-08-28T09:51:53Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 206us  skipped 0/240  total 966us  upload 0us  backgrounds 349us  glyphs 304us  decorations 288us
[2026-08-28T09:51:54Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 202us  skipped 0/240  total 962us  upload 0us  backgrounds 348us  glyphs 309us  decorations 288us
[2026-08-28T09:51:55Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 216us  skipped 0/240  total 835us  upload 0us  backgrounds 298us  glyphs 275us  decorations 247us
[2026-08-28T09:51:56Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 206us  skipped 0/240  total 730us  upload 0us  backgrounds 259us  glyphs 249us  decorations 217us
[2026-08-28T09:51:57Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 207us  skipped 0/240  total 762us  upload 0us  backgrounds 275us  glyphs 255us  decorations 230us
[2026-08-28T09:51:58Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 204us  skipped 0/240  total 862us  upload 0us  backgrounds 318us  glyphs 278us  decorations 264us
[2026-08-28T09:51:58Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 194us  skipped 0/240  total 932us  upload 0us  backgrounds 346us  glyphs 294us  decorations 287us
[2026-08-28T09:51:59Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 204us  skipped 0/240  total 929us  upload 0us  backgrounds 344us  glyphs 292us  decorations 287us
[2026-08-28T09:52:00Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 217us  skipped 0/240  total 764us  upload 0us  backgrounds 275us  glyphs 260us  decorations 230us
[2026-08-28T09:52:01Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 280us  skipped 0/240  total 1347us  upload 0us  backgrounds 514us  glyphs 400us  decorations 427us
[2026-08-28T09:52:03Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 298us  skipped 0/240  total 1349us  upload 0us  backgrounds 515us  glyphs 402us  decorations 428us
[2026-08-28T09:52:04Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 303us  skipped 0/240  total 1360us  upload 0us  backgrounds 517us  glyphs 404us  decorations 428us
[2026-08-28T09:52:06Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 286us  skipped 0/240  total 1347us  upload 0us  backgrounds 515us  glyphs 399us  decorations 428us
[2026-08-28T09:52:08Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 328us  skipped 0/240  total 1422us  upload 0us  backgrounds 517us  glyphs 425us  decorations 428us
[2026-08-28T09:52:09Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 305us  skipped 0/240  total 1381us  upload 0us  backgrounds 516us  glyphs 430us  decorations 428us
[2026-08-28T09:52:10Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 302us  skipped 0/240  total 1378us  upload 0us  backgrounds 516us  glyphs 427us  decorations 428us
[2026-08-28T09:52:12Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 313us  skipped 0/240  total 1530us  upload 0us  backgrounds 521us  glyphs 449us  decorations 430us
[2026-08-28T09:52:14Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 290us  skipped 0/240  total 1388us  upload 0us  backgrounds 516us  glyphs 434us  decorations 429us
[2026-08-28T09:52:16Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 318us  skipped 0/240  total 1353us  upload 0us  backgrounds 516us  glyphs 393us  decorations 428us
[2026-08-28T09:52:17Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 312us  skipped 0/240  total 1376us  upload 0us  backgrounds 516us  glyphs 420us  decorations 428us
[2026-08-28T09:52:19Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 307us  skipped 0/240  total 1336us  upload 0us  backgrounds 516us  glyphs 389us  decorations 428us
[2026-08-28T09:52:20Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 221us  skipped 0/240  total 964us  upload 0us  backgrounds 343us  glyphs 301us  decorations 266us
[2026-08-28T09:52:21Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 206us  skipped 0/240  total 825us  upload 0us  backgrounds 296us  glyphs 279us  decorations 247us
[2026-08-28T09:52:22Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 226us  skipped 0/240  total 986us  upload 0us  backgrounds 344us  glyphs 300us  decorations 286us
[2026-08-28T09:52:23Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 205us  skipped 0/240  total 989us  upload 0us  backgrounds 374us  glyphs 304us  decorations 311us
[2026-08-28T09:52:24Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 212us  skipped 0/240  total 946us  upload 0us  backgrounds 346us  glyphs 298us  decorations 287us
[2026-08-28T09:52:25Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 214us  skipped 0/240  total 622us  upload 0us  backgrounds 211us  glyphs 225us  decorations 181us
[2026-08-28T09:52:26Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 206us  skipped 0/240  total 623us  upload 0us  backgrounds 201us  glyphs 224us  decorations 176us
[2026-08-28T09:52:27Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 281us  skipped 0/240  total 1347us  upload 0us  backgrounds 515us  glyphs 401us  decorations 427us
[2026-08-28T09:52:29Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 294us  skipped 0/240  total 1357us  upload 0us  backgrounds 516us  glyphs 404us  decorations 428us
[2026-08-28T09:52:30Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 310us  skipped 0/240  total 1386us  upload 0us  backgrounds 516us  glyphs 436us  decorations 429us
[2026-08-28T09:52:31Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 304us  skipped 0/240  total 1380us  upload 0us  backgrounds 515us  glyphs 431us  decorations 429us
[2026-08-28T09:52:33Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 309us  skipped 0/240  total 1373us  upload 0us  backgrounds 515us  glyphs 426us  decorations 428us
[2026-08-28T09:52:34Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 305us  skipped 0/240  total 1375us  upload 0us  backgrounds 517us  glyphs 419us  decorations 429us
[2026-08-28T09:52:36Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 293us  skipped 0/240  total 1362us  upload 0us  backgrounds 516us  glyphs 396us  decorations 428us
[2026-08-28T09:52:37Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 299us  skipped 0/240  total 1337us  upload 0us  backgrounds 516us  glyphs 388us  decorations 428us
[2026-08-28T09:52:39Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 298us  skipped 0/240  total 1342us  upload 0us  backgrounds 516us  glyphs 388us  decorations 428us
[2026-08-28T09:52:40Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 228us  skipped 0/240  total 939us  upload 0us  backgrounds 343us  glyphs 312us  decorations 286us
[2026-08-28T09:52:41Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 210us  skipped 0/240  total 947us  upload 0us  backgrounds 344us  glyphs 307us  decorations 287us
[2026-08-28T09:52:42Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 210us  skipped 0/240  total 946us  upload 0us  backgrounds 345us  glyphs 311us  decorations 287us
[2026-08-28T09:52:43Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 213us  skipped 0/240  total 941us  upload 0us  backgrounds 346us  glyphs 304us  decorations 287us
[2026-08-28T09:52:44Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 207us  skipped 0/240  total 938us  upload 0us  backgrounds 345us  glyphs 302us  decorations 287us
[2026-08-28T09:52:45Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 205us  skipped 0/240  total 937us  upload 0us  backgrounds 344us  glyphs 301us  decorations 287us
[2026-08-28T09:52:46Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 211us  skipped 0/240  total 928us  upload 0us  backgrounds 345us  glyphs 292us  decorations 287us
[2026-08-28T09:52:47Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 204us  skipped 0/240  total 932us  upload 0us  backgrounds 345us  glyphs 296us  decorations 287us
[2026-08-28T09:52:48Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 203us  skipped 0/240  total 930us  upload 0us  backgrounds 345us  glyphs 294us  decorations 287us
[2026-08-28T09:52:49Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 224us  skipped 0/240  total 936us  upload 0us  backgrounds 346us  glyphs 296us  decorations 288us
[2026-08-28T09:52:50Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 213us  skipped 0/240  total 813us  upload 0us  backgrounds 295us  glyphs 271us  decorations 246us
[2026-08-28T09:52:51Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 215us  skipped 0/240  total 936us  upload 0us  backgrounds 345us  glyphs 295us  decorations 286us
[2026-08-28T09:52:52Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 289us  skipped 0/240  total 1349us  upload 0us  backgrounds 515us  glyphs 403us  decorations 427us
[2026-08-28T09:52:54Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 306us  skipped 0/240  total 1357us  upload 0us  backgrounds 516us  glyphs 407us  decorations 428us
[2026-08-28T09:52:55Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 273us  skipped 0/240  total 1399us  upload 0us  backgrounds 516us  glyphs 439us  decorations 429us
[2026-08-28T09:52:57Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 318us  skipped 0/240  total 1385us  upload 0us  backgrounds 516us  glyphs 431us  decorations 429us
[2026-08-28T09:52:58Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 300us  skipped 0/240  total 1393us  upload 0us  backgrounds 515us  glyphs 436us  decorations 429us
[2026-08-28T09:53:00Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 300us  skipped 0/240  total 1389us  upload 0us  backgrounds 516us  glyphs 434us  decorations 429us
[2026-08-28T09:53:02Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 303us  skipped 0/240  total 1341us  upload 0us  backgrounds 516us  glyphs 391us  decorations 427us
[2026-08-28T09:53:03Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 292us  skipped 0/240  total 1337us  upload 0us  backgrounds 516us  glyphs 388us  decorations 427us
[2026-08-28T09:53:04Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 288us  skipped 0/240  total 1355us  upload 0us  backgrounds 515us  glyphs 400us  decorations 428us
[2026-08-28T09:53:05Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 210us  skipped 0/240  total 814us  upload 0us  backgrounds 294us  glyphs 272us  decorations 245us
[2026-08-28T09:53:06Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 186us  skipped 0/240  total 689us  upload 0us  backgrounds 245us  glyphs 237us  decorations 204us
[2026-08-28T09:53:07Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 186us  skipped 0/240  total 688us  upload 0us  backgrounds 244us  glyphs 237us  decorations 204us
[2026-08-28T09:53:07Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 194us  skipped 0/240  total 650us  upload 0us  backgrounds 230us  glyphs 227us  decorations 193us
[2026-08-28T09:53:08Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 193us  skipped 0/240  total 624us  upload 0us  backgrounds 217us  glyphs 223us  decorations 183us
[2026-08-28T09:53:09Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 193us  skipped 0/240  total 549us  upload 0us  backgrounds 182us  glyphs 210us  decorations 153us
[2026-08-28T09:53:09Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 181us  skipped 0/240  total 469us  upload 0us  backgrounds 144us  glyphs 195us  decorations 127us
[2026-08-28T09:53:10Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 183us  skipped 0/240  total 410us  upload 0us  backgrounds 121us  glyphs 179us  decorations 104us
[2026-08-28T09:53:10Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 178us  skipped 0/240  total 401us  upload 0us  backgrounds 119us  glyphs 177us  decorations 103us
[2026-08-28T09:53:11Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 185us  skipped 0/240  total 412us  upload 0us  backgrounds 121us  glyphs 185us  decorations 105us
[2026-08-28T09:53:12Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 267us  skipped 0/240  total 1210us  upload 0us  backgrounds 457us  glyphs 366us  decorations 381us
[2026-08-28T09:53:14Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 302us  skipped 0/240  total 1362us  upload 0us  backgrounds 518us  glyphs 406us  decorations 428us
[2026-08-28T09:53:15Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 300us  skipped 0/240  total 1366us  upload 0us  backgrounds 519us  glyphs 409us  decorations 428us
[2026-08-28T09:53:17Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 286us  skipped 0/240  total 1355us  upload 0us  backgrounds 516us  glyphs 403us  decorations 428us
[2026-08-28T09:53:18Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 296us  skipped 0/240  total 1343us  upload 0us  backgrounds 517us  glyphs 390us  decorations 428us
[2026-08-28T09:53:19Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 302us  skipped 0/240  total 1336us  upload 0us  backgrounds 515us  glyphs 387us  decorations 428us
[2026-08-28T09:53:21Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 289us  skipped 0/240  total 1335us  upload 0us  backgrounds 515us  glyphs 387us  decorations 427us
[2026-08-28T09:53:22Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 300us  skipped 0/240  total 1335us  upload 0us  backgrounds 515us  glyphs 387us  decorations 428us
[2026-08-28T09:53:24Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 300us  skipped 0/240  total 1345us  upload 0us  backgrounds 516us  glyphs 393us  decorations 428us
[2026-08-28T09:53:25Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 232us  skipped 0/240  total 1007us  upload 0us  backgrounds 374us  glyphs 316us  decorations 312us
[2026-08-28T09:53:25Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 200us  skipped 0/240  total 778us  upload 0us  backgrounds 276us  glyphs 267us  decorations 231us
[2026-08-28T09:53:26Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 187us  skipped 0/240  total 778us  upload 0us  backgrounds 276us  glyphs 266us  decorations 232us
[2026-08-28T09:53:27Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 198us  skipped 0/240  total 795us  upload 0us  backgrounds 278us  glyphs 272us  decorations 232us
[2026-08-28T09:53:28Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 213us  skipped 0/240  total 830us  upload 0us  backgrounds 296us  glyphs 281us  decorations 247us
[2026-08-28T09:53:29Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 213us  skipped 0/240  total 891us  upload 0us  backgrounds 319us  glyphs 292us  decorations 266us
[2026-08-28T09:53:30Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 203us  skipped 0/240  total 928us  upload 0us  backgrounds 344us  glyphs 295us  decorations 286us
[2026-08-28T09:53:32Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 215us  skipped 0/240  total 1011us  upload 0us  backgrounds 375us  glyphs 312us  decorations 312us
[2026-08-28T09:53:33Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 207us  skipped 0/240  total 1007us  upload 0us  backgrounds 375us  glyphs 312us  decorations 312us
[2026-08-28T09:53:34Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 195us  skipped 0/240  total 995us  upload 0us  backgrounds 373us  glyphs 307us  decorations 311us
[2026-08-28T09:53:35Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 205us  skipped 0/240  total 868us  upload 0us  backgrounds 300us  glyphs 277us  decorations 232us
