glyphs/plain : pid 93440, running 300s
[2026-08-28T11:16:33Z INFO  alacritree::gpu_timing] gpu grid [glyph gated], 240 frames: submit 312us  skipped 240/240  total 513us  upload 0us  backgrounds 59us  glyphs 454us  decorations -
[2026-08-28T11:16:34Z INFO  alacritree::gpu_timing] gpu grid [glyph always], 240 frames: submit 302us  skipped 240/240  total 508us  upload 0us  backgrounds 59us  glyphs 448us  decorations -
[2026-08-28T11:16:35Z INFO  alacritree::gpu_timing] gpu grid [glyph gated], 240 frames: submit 307us  skipped 240/240  total 501us  upload 0us  backgrounds 59us  glyphs 442us  decorations -
[2026-08-28T11:16:36Z INFO  alacritree::gpu_timing] gpu grid [glyph always], 240 frames: submit 297us  skipped 240/240  total 499us  upload 0us  backgrounds 58us  glyphs 440us  decorations -
[2026-08-28T11:16:38Z INFO  alacritree::gpu_timing] gpu grid [glyph gated], 240 frames: submit 309us  skipped 240/240  total 508us  upload 0us  backgrounds 59us  glyphs 449us  decorations -
[2026-08-28T11:16:39Z INFO  alacritree::gpu_timing] gpu grid [glyph always], 240 frames: submit 318us  skipped 240/240  total 504us  upload 0us  backgrounds 59us  glyphs 444us  decorations -
[2026-08-28T11:16:41Z INFO  alacritree::gpu_timing] gpu grid [glyph gated], 240 frames: submit 275us  skipped 240/240  total 464us  upload 0us  backgrounds 53us  glyphs 412us  decorations -
[2026-08-28T11:16:42Z INFO  alacritree::gpu_timing] gpu grid [glyph always], 240 frames: submit 302us  skipped 240/240  total 497us  upload 0us  backgrounds 53us  glyphs 442us  decorations -
[2026-08-28T11:16:43Z INFO  alacritree::gpu_timing] gpu grid [glyph gated], 240 frames: submit 299us  skipped 240/240  total 468us  upload 0us  backgrounds 53us  glyphs 416us  decorations -
[2026-08-28T11:16:45Z INFO  alacritree::gpu_timing] gpu grid [glyph always], 240 frames: submit 311us  skipped 240/240  total 541us  upload 0us  backgrounds 59us  glyphs 480us  decorations -
[2026-08-28T11:16:46Z INFO  alacritree::gpu_timing] gpu grid [glyph gated], 240 frames: submit 316us  skipped 240/240  total 516us  upload 0us  backgrounds 60us  glyphs 457us  decorations -
[2026-08-28T11:16:48Z INFO  alacritree::gpu_timing] gpu grid [glyph always], 240 frames: submit 294us  skipped 240/240  total 455us  upload 0us  backgrounds 53us  glyphs 402us  decorations -
[2026-08-28T11:16:49Z INFO  alacritree::gpu_timing] gpu grid [glyph gated], 240 frames: submit 301us  skipped 240/240  total 495us  upload 0us  backgrounds 54us  glyphs 436us  decorations -
[2026-08-28T11:16:50Z INFO  alacritree::gpu_timing] gpu grid [glyph always], 240 frames: submit 300us  skipped 240/240  total 460us  upload 0us  backgrounds 53us  glyphs 407us  decorations -
[2026-08-28T11:16:51Z INFO  alacritree::gpu_timing] gpu grid [glyph gated], 240 frames: submit 266us  skipped 240/240  total 469us  upload 0us  backgrounds 53us  glyphs 416us  decorations -
[2026-08-28T11:16:52Z INFO  alacritree::gpu_timing] gpu grid [glyph always], 240 frames: submit 250us  skipped 240/240  total 491us  upload 0us  backgrounds 53us  glyphs 435us  decorations -
[2026-08-28T11:16:53Z INFO  alacritree::gpu_timing] gpu grid [glyph gated], 240 frames: submit 174us  skipped 240/240  total 301us  upload 0us  backgrounds 31us  glyphs 269us  decorations -
[2026-08-28T11:16:54Z INFO  alacritree::gpu_timing] gpu grid [glyph always], 240 frames: submit 211us  skipped 240/240  total 304us  upload 0us  backgrounds 30us  glyphs 274us  decorations -
[2026-08-28T11:16:55Z INFO  alacritree::gpu_timing] gpu grid [glyph gated], 240 frames: submit 204us  skipped 240/240  total 304us  upload 0us  backgrounds 31us  glyphs 272us  decorations -
[2026-08-28T11:16:56Z INFO  alacritree::gpu_timing] gpu grid [glyph always], 240 frames: submit 219us  skipped 240/240  total 324us  upload 0us  backgrounds 34us  glyphs 290us  decorations -
[2026-08-28T11:16:56Z INFO  alacritree::gpu_timing] gpu grid [glyph gated], 240 frames: submit 198us  skipped 240/240  total 324us  upload 0us  backgrounds 34us  glyphs 291us  decorations -
[2026-08-28T11:16:57Z INFO  alacritree::gpu_timing] gpu grid [glyph always], 240 frames: submit 188us  skipped 240/240  total 292us  upload 0us  backgrounds 30us  glyphs 262us  decorations -
[2026-08-28T11:16:58Z INFO  alacritree::gpu_timing] gpu grid [glyph gated], 240 frames: submit 184us  skipped 240/240  total 285us  upload 0us  backgrounds 29us  glyphs 256us  decorations -
[2026-08-28T11:16:58Z INFO  alacritree::gpu_timing] gpu grid [glyph always], 240 frames: submit 176us  skipped 240/240  total 268us  upload 0us  backgrounds 27us  glyphs 241us  decorations -
[2026-08-28T11:16:59Z INFO  alacritree::gpu_timing] gpu grid [glyph gated], 240 frames: submit 248us  skipped 240/240  total 450us  upload 0us  backgrounds 52us  glyphs 398us  decorations -
[2026-08-28T11:17:00Z INFO  alacritree::gpu_timing] gpu grid [glyph always], 240 frames: submit 286us  skipped 240/240  total 504us  upload 0us  backgrounds 59us  glyphs 445us  decorations -
[2026-08-28T11:17:02Z INFO  alacritree::gpu_timing] gpu grid [glyph gated], 240 frames: submit 318us  skipped 240/240  total 507us  upload 0us  backgrounds 59us  glyphs 448us  decorations -
[2026-08-28T11:17:03Z INFO  alacritree::gpu_timing] gpu grid [glyph always], 240 frames: submit 271us  skipped 240/240  total 474us  upload 0us  backgrounds 53us  glyphs 421us  decorations -
[2026-08-28T11:17:04Z INFO  alacritree::gpu_timing] gpu grid [glyph gated], 240 frames: submit 259us  skipped 240/240  total 466us  upload 0us  backgrounds 52us  glyphs 414us  decorations -
[2026-08-28T11:17:06Z INFO  alacritree::gpu_timing] gpu grid [glyph always], 240 frames: submit 298us  skipped 240/240  total 509us  upload 0us  backgrounds 58us  glyphs 449us  decorations -
[2026-08-28T11:17:07Z INFO  alacritree::gpu_timing] gpu grid [glyph gated], 240 frames: submit 281us  skipped 240/240  total 518us  upload 0us  backgrounds 59us  glyphs 459us  decorations -
[2026-08-28T11:17:08Z INFO  alacritree::gpu_timing] gpu grid [glyph always], 240 frames: submit 273us  skipped 240/240  total 514us  upload 0us  backgrounds 58us  glyphs 457us  decorations -
[2026-08-28T11:17:09Z INFO  alacritree::gpu_timing] gpu grid [glyph gated], 240 frames: submit 274us  skipped 240/240  total 464us  upload 0us  backgrounds 53us  glyphs 412us  decorations -
[2026-08-28T11:17:10Z INFO  alacritree::gpu_timing] gpu grid [glyph always], 240 frames: submit 278us  skipped 240/240  total 518us  upload 0us  backgrounds 59us  glyphs 461us  decorations -
[2026-08-28T11:17:11Z INFO  alacritree::gpu_timing] gpu grid [glyph gated], 240 frames: submit 265us  skipped 240/240  total 517us  upload 0us  backgrounds 59us  glyphs 457us  decorations -
[2026-08-28T11:17:12Z INFO  alacritree::gpu_timing] gpu grid [glyph always], 240 frames: submit 252us  skipped 240/240  total 446us  upload 0us  backgrounds 52us  glyphs 394us  decorations -
[2026-08-28T11:17:13Z INFO  alacritree::gpu_timing] gpu grid [glyph gated], 240 frames: submit 168us  skipped 240/240  total 328us  upload 0us  backgrounds 34us  glyphs 294us  decorations -
[2026-08-28T11:17:14Z INFO  alacritree::gpu_timing] gpu grid [glyph always], 240 frames: submit 184us  skipped 240/240  total 352us  upload 0us  backgrounds 34us  glyphs 319us  decorations -
[2026-08-28T11:17:15Z INFO  alacritree::gpu_timing] gpu grid [glyph gated], 240 frames: submit 194us  skipped 240/240  total 358us  upload 0us  backgrounds 39us  glyphs 319us  decorations -
[2026-08-28T11:17:16Z INFO  alacritree::gpu_timing] gpu grid [glyph always], 240 frames: submit 198us  skipped 240/240  total 350us  upload 0us  backgrounds 39us  glyphs 311us  decorations -
[2026-08-28T11:17:16Z INFO  alacritree::gpu_timing] gpu grid [glyph gated], 240 frames: submit 193us  skipped 240/240  total 343us  upload 0us  backgrounds 36us  glyphs 307us  decorations -
[2026-08-28T11:17:17Z INFO  alacritree::gpu_timing] gpu grid [glyph always], 240 frames: submit 184us  skipped 240/240  total 347us  upload 0us  backgrounds 39us  glyphs 308us  decorations -
[2026-08-28T11:17:18Z INFO  alacritree::gpu_timing] gpu grid [glyph gated], 240 frames: submit 173us  skipped 240/240  total 313us  upload 0us  backgrounds 31us  glyphs 283us  decorations -
[2026-08-28T11:17:18Z INFO  alacritree::gpu_timing] gpu grid [glyph always], 240 frames: submit 193us  skipped 240/240  total 290us  upload 0us  backgrounds 28us  glyphs 262us  decorations -
[2026-08-28T11:17:20Z INFO  alacritree::gpu_timing] gpu grid [glyph gated], 240 frames: submit 280us  skipped 240/240  total 509us  upload 0us  backgrounds 59us  glyphs 449us  decorations -
[2026-08-28T11:17:21Z INFO  alacritree::gpu_timing] gpu grid [glyph always], 240 frames: submit 283us  skipped 240/240  total 511us  upload 0us  backgrounds 60us  glyphs 451us  decorations -
[2026-08-28T11:17:23Z INFO  alacritree::gpu_timing] gpu grid [glyph gated], 240 frames: submit 259us  skipped 240/240  total 462us  upload 0us  backgrounds 53us  glyphs 410us  decorations -
[2026-08-28T11:17:24Z INFO  alacritree::gpu_timing] gpu grid [glyph always], 240 frames: submit 288us  skipped 240/240  total 507us  upload 0us  backgrounds 59us  glyphs 447us  decorations -
[2026-08-28T11:17:26Z INFO  alacritree::gpu_timing] gpu grid [glyph gated], 240 frames: submit 293us  skipped 240/240  total 503us  upload 0us  backgrounds 58us  glyphs 444us  decorations -
[2026-08-28T11:17:27Z INFO  alacritree::gpu_timing] gpu grid [glyph always], 240 frames: submit 290us  skipped 240/240  total 532us  upload 0us  backgrounds 59us  glyphs 472us  decorations -
[2026-08-28T11:17:28Z INFO  alacritree::gpu_timing] gpu grid [glyph gated], 240 frames: submit 281us  skipped 240/240  total 514us  upload 0us  backgrounds 59us  glyphs 454us  decorations -
[2026-08-28T11:17:30Z INFO  alacritree::gpu_timing] gpu grid [glyph always], 240 frames: submit 302us  skipped 240/240  total 517us  upload 0us  backgrounds 59us  glyphs 460us  decorations -
[2026-08-28T11:17:31Z INFO  alacritree::gpu_timing] gpu grid [glyph gated], 240 frames: submit 305us  skipped 240/240  total 500us  upload 0us  backgrounds 54us  glyphs 440us  decorations -
[2026-08-28T11:17:32Z INFO  alacritree::gpu_timing] gpu grid [glyph always], 240 frames: submit 294us  skipped 240/240  total 496us  upload 0us  backgrounds 53us  glyphs 444us  decorations -
[2026-08-28T11:17:33Z INFO  alacritree::gpu_timing] gpu grid [glyph gated], 240 frames: submit 302us  skipped 240/240  total 508us  upload 0us  backgrounds 59us  glyphs 449us  decorations -
[2026-08-28T11:17:35Z INFO  alacritree::gpu_timing] gpu grid [glyph always], 240 frames: submit 301us  skipped 240/240  total 541us  upload 0us  backgrounds 60us  glyphs 482us  decorations -
[2026-08-28T11:17:36Z INFO  alacritree::gpu_timing] gpu grid [glyph gated], 240 frames: submit 325us  skipped 240/240  total 463us  upload 0us  backgrounds 53us  glyphs 411us  decorations -
[2026-08-28T11:17:37Z INFO  alacritree::gpu_timing] gpu grid [glyph always], 240 frames: submit 303us  skipped 240/240  total 453us  upload 0us  backgrounds 53us  glyphs 401us  decorations -
[2026-08-28T11:17:38Z INFO  alacritree::gpu_timing] gpu grid [glyph gated], 240 frames: submit 196us  skipped 240/240  total 336us  upload 0us  backgrounds 36us  glyphs 301us  decorations -
[2026-08-28T11:17:39Z INFO  alacritree::gpu_timing] gpu grid [glyph always], 240 frames: submit 176us  skipped 240/240  total 317us  upload 0us  backgrounds 33us  glyphs 284us  decorations -
[2026-08-28T11:17:39Z INFO  alacritree::gpu_timing] gpu grid [glyph gated], 240 frames: submit 153us  skipped 240/240  total 320us  upload 0us  backgrounds 34us  glyphs 286us  decorations -
[2026-08-28T11:17:40Z INFO  alacritree::gpu_timing] gpu grid [glyph always], 240 frames: submit 142us  skipped 240/240  total 317us  upload 0us  backgrounds 32us  glyphs 286us  decorations -
[2026-08-28T11:17:41Z INFO  alacritree::gpu_timing] gpu grid [glyph gated], 240 frames: submit 167us  skipped 240/240  total 310us  upload 0us  backgrounds 32us  glyphs 276us  decorations -
[2026-08-28T11:17:41Z INFO  alacritree::gpu_timing] gpu grid [glyph always], 240 frames: submit 192us  skipped 240/240  total 343us  upload 0us  backgrounds 36us  glyphs 307us  decorations -
[2026-08-28T11:17:42Z INFO  alacritree::gpu_timing] gpu grid [glyph gated], 240 frames: submit 185us  skipped 240/240  total 338us  upload 0us  backgrounds 36us  glyphs 302us  decorations -
[2026-08-28T11:17:43Z INFO  alacritree::gpu_timing] gpu grid [glyph always], 240 frames: submit 189us  skipped 240/240  total 283us  upload 0us  backgrounds 28us  glyphs 255us  decorations -
[2026-08-28T11:17:43Z INFO  alacritree::gpu_timing] gpu grid [glyph gated], 240 frames: submit 195us  skipped 240/240  total 266us  upload 0us  backgrounds 26us  glyphs 239us  decorations -
[2026-08-28T11:17:44Z INFO  alacritree::gpu_timing] gpu grid [glyph always], 240 frames: submit 250us  skipped 240/240  total 454us  upload 0us  backgrounds 51us  glyphs 400us  decorations -
[2026-08-28T11:17:45Z INFO  alacritree::gpu_timing] gpu grid [glyph gated], 240 frames: submit 308us  skipped 240/240  total 485us  upload 0us  backgrounds 54us  glyphs 427us  decorations -
[2026-08-28T11:17:47Z INFO  alacritree::gpu_timing] gpu grid [glyph always], 240 frames: submit 298us  skipped 240/240  total 499us  upload 0us  backgrounds 59us  glyphs 440us  decorations -
[2026-08-28T11:17:48Z INFO  alacritree::gpu_timing] gpu grid [glyph gated], 240 frames: submit 299us  skipped 240/240  total 509us  upload 0us  backgrounds 59us  glyphs 449us  decorations -
[2026-08-28T11:17:49Z INFO  alacritree::gpu_timing] gpu grid [glyph always], 240 frames: submit 301us  skipped 240/240  total 508us  upload 0us  backgrounds 53us  glyphs 452us  decorations -
[2026-08-28T11:17:51Z INFO  alacritree::gpu_timing] gpu grid [glyph gated], 240 frames: submit 296us  skipped 240/240  total 502us  upload 0us  backgrounds 53us  glyphs 441us  decorations -
[2026-08-28T11:17:52Z INFO  alacritree::gpu_timing] gpu grid [glyph always], 240 frames: submit 300us  skipped 240/240  total 494us  upload 0us  backgrounds 52us  glyphs 441us  decorations -
[2026-08-28T11:17:53Z INFO  alacritree::gpu_timing] gpu grid [glyph gated], 240 frames: submit 318us  skipped 240/240  total 508us  upload 0us  backgrounds 58us  glyphs 450us  decorations -
[2026-08-28T11:17:54Z INFO  alacritree::gpu_timing] gpu grid [glyph always], 240 frames: submit 304us  skipped 240/240  total 515us  upload 0us  backgrounds 59us  glyphs 458us  decorations -
[2026-08-28T11:17:55Z INFO  alacritree::gpu_timing] gpu grid [glyph gated], 240 frames: submit 266us  skipped 240/240  total 464us  upload 0us  backgrounds 52us  glyphs 412us  decorations -
[2026-08-28T11:17:56Z INFO  alacritree::gpu_timing] gpu grid [glyph always], 240 frames: submit 240us  skipped 240/240  total 450us  upload 0us  backgrounds 53us  glyphs 398us  decorations -
[2026-08-28T11:17:57Z INFO  alacritree::gpu_timing] gpu grid [glyph gated], 240 frames: submit 263us  skipped 240/240  total 464us  upload 0us  backgrounds 52us  glyphs 411us  decorations -
[2026-08-28T11:17:58Z INFO  alacritree::gpu_timing] gpu grid [glyph always], 240 frames: submit 193us  skipped 240/240  total 336us  upload 0us  backgrounds 35us  glyphs 301us  decorations -
[2026-08-28T11:17:59Z INFO  alacritree::gpu_timing] gpu grid [glyph gated], 240 frames: submit 202us  skipped 240/240  total 342us  upload 0us  backgrounds 36us  glyphs 306us  decorations -
[2026-08-28T11:18:00Z INFO  alacritree::gpu_timing] gpu grid [glyph always], 240 frames: submit 206us  skipped 240/240  total 356us  upload 0us  backgrounds 36us  glyphs 319us  decorations -
[2026-08-28T11:18:01Z INFO  alacritree::gpu_timing] gpu grid [glyph gated], 240 frames: submit 199us  skipped 240/240  total 342us  upload 0us  backgrounds 36us  glyphs 305us  decorations -
[2026-08-28T11:18:02Z INFO  alacritree::gpu_timing] gpu grid [glyph always], 240 frames: submit 200us  skipped 240/240  total 350us  upload 0us  backgrounds 36us  glyphs 313us  decorations -
[2026-08-28T11:18:02Z INFO  alacritree::gpu_timing] gpu grid [glyph gated], 240 frames: submit 197us  skipped 240/240  total 343us  upload 0us  backgrounds 36us  glyphs 307us  decorations -
[2026-08-28T11:18:03Z INFO  alacritree::gpu_timing] gpu grid [glyph always], 240 frames: submit 196us  skipped 240/240  total 301us  upload 0us  backgrounds 30us  glyphs 271us  decorations -
[2026-08-28T11:18:04Z INFO  alacritree::gpu_timing] gpu grid [glyph gated], 240 frames: submit 271us  skipped 240/240  total 444us  upload 0us  backgrounds 47us  glyphs 391us  decorations -
[2026-08-28T11:18:05Z INFO  alacritree::gpu_timing] gpu grid [glyph always], 240 frames: submit 316us  skipped 240/240  total 503us  upload 0us  backgrounds 58us  glyphs 443us  decorations -
[2026-08-28T11:18:07Z INFO  alacritree::gpu_timing] gpu grid [glyph gated], 240 frames: submit 330us  skipped 240/240  total 475us  upload 0us  backgrounds 53us  glyphs 422us  decorations -
[2026-08-28T11:18:08Z INFO  alacritree::gpu_timing] gpu grid [glyph always], 240 frames: submit 264us  skipped 240/240  total 453us  upload 0us  backgrounds 52us  glyphs 400us  decorations -
[2026-08-28T11:18:10Z INFO  alacritree::gpu_timing] gpu grid [glyph gated], 240 frames: submit 276us  skipped 240/240  total 468us  upload 0us  backgrounds 53us  glyphs 415us  decorations -
[2026-08-28T11:18:11Z INFO  alacritree::gpu_timing] gpu grid [glyph always], 240 frames: submit 302us  skipped 240/240  total 486us  upload 0us  backgrounds 53us  glyphs 433us  decorations -
[2026-08-28T11:18:12Z INFO  alacritree::gpu_timing] gpu grid [glyph gated], 240 frames: submit 326us  skipped 240/240  total 483us  upload 0us  backgrounds 53us  glyphs 430us  decorations -
[2026-08-28T11:18:13Z INFO  alacritree::gpu_timing] gpu grid [glyph always], 240 frames: submit 295us  skipped 240/240  total 461us  upload 0us  backgrounds 53us  glyphs 409us  decorations -
[2026-08-28T11:18:14Z INFO  alacritree::gpu_timing] gpu grid [glyph gated], 240 frames: submit 319us  skipped 240/240  total 473us  upload 0us  backgrounds 53us  glyphs 420us  decorations -
[2026-08-28T11:18:15Z INFO  alacritree::gpu_timing] gpu grid [glyph always], 240 frames: submit 309us  skipped 240/240  total 445us  upload 0us  backgrounds 52us  glyphs 392us  decorations -
[2026-08-28T11:18:16Z INFO  alacritree::gpu_timing] gpu grid [glyph gated], 240 frames: submit 331us  skipped 240/240  total 462us  upload 0us  backgrounds 53us  glyphs 409us  decorations -
[2026-08-28T11:18:18Z INFO  alacritree::gpu_timing] gpu grid [glyph always], 240 frames: submit 306us  skipped 240/240  total 449us  upload 0us  backgrounds 52us  glyphs 397us  decorations -
[2026-08-28T11:18:19Z INFO  alacritree::gpu_timing] gpu grid [glyph gated], 240 frames: submit 296us  skipped 240/240  total 458us  upload 0us  backgrounds 53us  glyphs 405us  decorations -
[2026-08-28T11:18:20Z INFO  alacritree::gpu_timing] gpu grid [glyph always], 240 frames: submit 315us  skipped 240/240  total 450us  upload 0us  backgrounds 52us  glyphs 398us  decorations -
[2026-08-28T11:18:21Z INFO  alacritree::gpu_timing] gpu grid [glyph gated], 240 frames: submit 292us  skipped 240/240  total 449us  upload 0us  backgrounds 52us  glyphs 397us  decorations -
[2026-08-28T11:18:22Z INFO  alacritree::gpu_timing] gpu grid [glyph always], 240 frames: submit 303us  skipped 240/240  total 451us  upload 0us  backgrounds 53us  glyphs 398us  decorations -
[2026-08-28T11:18:23Z INFO  alacritree::gpu_timing] gpu grid [glyph gated], 240 frames: submit 217us  skipped 240/240  total 407us  upload 0us  backgrounds 46us  glyphs 361us  decorations -
[2026-08-28T11:18:24Z INFO  alacritree::gpu_timing] gpu grid [glyph always], 240 frames: submit 202us  skipped 240/240  total 354us  upload 0us  backgrounds 34us  glyphs 320us  decorations -
[2026-08-28T11:18:24Z INFO  alacritree::gpu_timing] gpu grid [glyph gated], 240 frames: submit 164us  skipped 240/240  total 344us  upload 0us  backgrounds 36us  glyphs 308us  decorations -
[2026-08-28T11:18:25Z INFO  alacritree::gpu_timing] gpu grid [glyph always], 240 frames: submit 179us  skipped 240/240  total 339us  upload 0us  backgrounds 36us  glyphs 303us  decorations -
[2026-08-28T11:18:26Z INFO  alacritree::gpu_timing] gpu grid [glyph gated], 240 frames: submit 211us  skipped 240/240  total 342us  upload 0us  backgrounds 36us  glyphs 306us  decorations -
[2026-08-28T11:18:27Z INFO  alacritree::gpu_timing] gpu grid [glyph always], 240 frames: submit 196us  skipped 240/240  total 343us  upload 0us  backgrounds 36us  glyphs 306us  decorations -
[2026-08-28T11:18:27Z INFO  alacritree::gpu_timing] gpu grid [glyph gated], 240 frames: submit 179us  skipped 240/240  total 316us  upload 0us  backgrounds 34us  glyphs 282us  decorations -
[2026-08-28T11:18:28Z INFO  alacritree::gpu_timing] gpu grid [glyph always], 240 frames: submit 194us  skipped 240/240  total 301us  upload 0us  backgrounds 30us  glyphs 271us  decorations -
[2026-08-28T11:18:29Z INFO  alacritree::gpu_timing] gpu grid [glyph gated], 240 frames: submit 190us  skipped 240/240  total 294us  upload 0us  backgrounds 30us  glyphs 263us  decorations -
[2026-08-28T11:18:29Z INFO  alacritree::gpu_timing] gpu grid [glyph always], 240 frames: submit 170us  skipped 240/240  total 282us  upload 0us  backgrounds 28us  glyphs 252us  decorations -
[2026-08-28T11:18:30Z INFO  alacritree::gpu_timing] gpu grid [glyph gated], 240 frames: submit 192us  skipped 240/240  total 274us  upload 0us  backgrounds 28us  glyphs 246us  decorations -
[2026-08-28T11:18:30Z INFO  alacritree::gpu_timing] gpu grid [glyph always], 240 frames: submit 179us  skipped 240/240  total 259us  upload 0us  backgrounds 25us  glyphs 234us  decorations -
[2026-08-28T11:18:31Z INFO  alacritree::gpu_timing] gpu grid [glyph gated], 240 frames: submit 158us  skipped 240/240  total 243us  upload 0us  backgrounds 23us  glyphs 220us  decorations -
[2026-08-28T11:18:32Z INFO  alacritree::gpu_timing] gpu grid [glyph always], 240 frames: submit 226us  skipped 240/240  total 246us  upload 0us  backgrounds 23us  glyphs 223us  decorations -
[2026-08-28T11:18:32Z INFO  alacritree::gpu_timing] gpu grid [glyph gated], 240 frames: submit 192us  skipped 240/240  total 244us  upload 0us  backgrounds 23us  glyphs 221us  decorations -
[2026-08-28T11:18:33Z INFO  alacritree::gpu_timing] gpu grid [glyph always], 240 frames: submit 199us  skipped 240/240  total 235us  upload 0us  backgrounds 21us  glyphs 214us  decorations -
[2026-08-28T11:18:33Z INFO  alacritree::gpu_timing] gpu grid [glyph gated], 240 frames: submit 204us  skipped 240/240  total 237us  upload 0us  backgrounds 22us  glyphs 215us  decorations -
[2026-08-28T11:18:34Z INFO  alacritree::gpu_timing] gpu grid [glyph always], 240 frames: submit 193us  skipped 240/240  total 254us  upload 0us  backgrounds 24us  glyphs 231us  decorations -
[2026-08-28T11:18:35Z INFO  alacritree::gpu_timing] gpu grid [glyph gated], 240 frames: submit 265us  skipped 240/240  total 416us  upload 0us  backgrounds 47us  glyphs 368us  decorations -
[2026-08-28T11:18:36Z INFO  alacritree::gpu_timing] gpu grid [glyph always], 240 frames: submit 313us  skipped 240/240  total 462us  upload 0us  backgrounds 52us  glyphs 410us  decorations -
[2026-08-28T11:18:37Z INFO  alacritree::gpu_timing] gpu grid [glyph gated], 240 frames: submit 306us  skipped 240/240  total 459us  upload 0us  backgrounds 53us  glyphs 406us  decorations -
[2026-08-28T11:18:38Z INFO  alacritree::gpu_timing] gpu grid [glyph always], 240 frames: submit 274us  skipped 240/240  total 464us  upload 0us  backgrounds 52us  glyphs 411us  decorations -
[2026-08-28T11:18:39Z INFO  alacritree::gpu_timing] gpu grid [glyph gated], 240 frames: submit 235us  skipped 240/240  total 418us  upload 0us  backgrounds 47us  glyphs 371us  decorations -
[2026-08-28T11:18:40Z INFO  alacritree::gpu_timing] gpu grid [glyph always], 240 frames: submit 259us  skipped 240/240  total 406us  upload 0us  backgrounds 47us  glyphs 358us  decorations -
[2026-08-28T11:18:41Z INFO  alacritree::gpu_timing] gpu grid [glyph gated], 240 frames: submit 218us  skipped 240/240  total 415us  upload 0us  backgrounds 47us  glyphs 367us  decorations -
[2026-08-28T11:18:42Z INFO  alacritree::gpu_timing] gpu grid [glyph always], 240 frames: submit 240us  skipped 240/240  total 404us  upload 0us  backgrounds 47us  glyphs 358us  decorations -
[2026-08-28T11:18:43Z INFO  alacritree::gpu_timing] gpu grid [glyph gated], 240 frames: submit 230us  skipped 240/240  total 414us  upload 0us  backgrounds 47us  glyphs 366us  decorations -
[2026-08-28T11:18:44Z INFO  alacritree::gpu_timing] gpu grid [glyph always], 240 frames: submit 293us  skipped 240/240  total 466us  upload 0us  backgrounds 52us  glyphs 413us  decorations -
[2026-08-28T11:18:45Z INFO  alacritree::gpu_timing] gpu grid [glyph gated], 240 frames: submit 295us  skipped 240/240  total 458us  upload 0us  backgrounds 51us  glyphs 405us  decorations -
[2026-08-28T11:18:46Z INFO  alacritree::gpu_timing] gpu grid [glyph always], 240 frames: submit 294us  skipped 240/240  total 448us  upload 0us  backgrounds 52us  glyphs 396us  decorations -
[2026-08-28T11:18:48Z INFO  alacritree::gpu_timing] gpu grid [glyph gated], 240 frames: submit 288us  skipped 240/240  total 457us  upload 0us  backgrounds 52us  glyphs 405us  decorations -
[2026-08-28T11:18:49Z INFO  alacritree::gpu_timing] gpu grid [glyph always], 240 frames: submit 254us  skipped 240/240  total 408us  upload 0us  backgrounds 47us  glyphs 360us  decorations -
[2026-08-28T11:18:50Z INFO  alacritree::gpu_timing] gpu grid [glyph gated], 240 frames: submit 280us  skipped 240/240  total 421us  upload 0us  backgrounds 47us  glyphs 374us  decorations -
[2026-08-28T11:18:51Z INFO  alacritree::gpu_timing] gpu grid [glyph always], 240 frames: submit 300us  skipped 240/240  total 431us  upload 0us  backgrounds 48us  glyphs 381us  decorations -
[2026-08-28T11:18:52Z INFO  alacritree::gpu_timing] gpu grid [glyph gated], 240 frames: submit 293us  skipped 240/240  total 457us  upload 0us  backgrounds 52us  glyphs 404us  decorations -
[2026-08-28T11:18:53Z INFO  alacritree::gpu_timing] gpu grid [glyph always], 240 frames: submit 234us  skipped 240/240  total 343us  upload 0us  backgrounds 35us  glyphs 305us  decorations -
[2026-08-28T11:18:54Z INFO  alacritree::gpu_timing] gpu grid [glyph gated], 240 frames: submit 222us  skipped 240/240  total 297us  upload 0us  backgrounds 30us  glyphs 267us  decorations -
[2026-08-28T11:18:54Z INFO  alacritree::gpu_timing] gpu grid [glyph always], 240 frames: submit 196us  skipped 240/240  total 268us  upload 0us  backgrounds 26us  glyphs 241us  decorations -
[2026-08-28T11:18:55Z INFO  alacritree::gpu_timing] gpu grid [glyph gated], 240 frames: submit 163us  skipped 240/240  total 266us  upload 0us  backgrounds 26us  glyphs 241us  decorations -
[2026-08-28T11:18:55Z INFO  alacritree::gpu_timing] gpu grid [glyph always], 240 frames: submit 184us  skipped 240/240  total 268us  upload 0us  backgrounds 27us  glyphs 241us  decorations -
[2026-08-28T11:18:56Z INFO  alacritree::gpu_timing] gpu grid [glyph gated], 240 frames: submit 192us  skipped 240/240  total 273us  upload 0us  backgrounds 27us  glyphs 247us  decorations -
[2026-08-28T11:18:57Z INFO  alacritree::gpu_timing] gpu grid [glyph always], 240 frames: submit 185us  skipped 240/240  total 264us  upload 0us  backgrounds 26us  glyphs 237us  decorations -
[2026-08-28T11:18:57Z INFO  alacritree::gpu_timing] gpu grid [glyph gated], 240 frames: submit 175us  skipped 240/240  total 245us  upload 0us  backgrounds 23us  glyphs 222us  decorations -
[2026-08-28T11:18:58Z INFO  alacritree::gpu_timing] gpu grid [glyph always], 240 frames: submit 156us  skipped 240/240  total 240us  upload 0us  backgrounds 22us  glyphs 217us  decorations -
