backgrounds/percellbg : pid 29816, running 300s
[2026-08-28T10:37:14Z INFO  alacritree::gpu_timing] gpu grid [bg always], 240 frames: submit 169us  skipped 240/240  total 494us  upload 0us  backgrounds 247us  glyphs 239us  decorations -
[2026-08-28T10:37:15Z INFO  alacritree::gpu_timing] gpu grid [bg gated], 240 frames: submit 191us  skipped 240/240  total 513us  upload 0us  backgrounds 249us  glyphs 251us  decorations -
[2026-08-28T10:37:16Z INFO  alacritree::gpu_timing] gpu grid [bg always], 240 frames: submit 295us  skipped 240/240  total 922us  upload 0us  backgrounds 515us  glyphs 401us  decorations -
[2026-08-28T10:37:17Z INFO  alacritree::gpu_timing] gpu grid [bg gated], 240 frames: submit 196us  skipped 240/240  total 830us  upload 0us  backgrounds 425us  glyphs 372us  decorations -
[2026-08-28T10:37:18Z INFO  alacritree::gpu_timing] gpu grid [bg always], 240 frames: submit 206us  skipped 240/240  total 756us  upload 0us  backgrounds 417us  glyphs 329us  decorations -
[2026-08-28T10:37:20Z INFO  alacritree::gpu_timing] gpu grid [bg gated], 240 frames: submit 244us  skipped 240/240  total 830us  upload 0us  backgrounds 462us  glyphs 359us  decorations -
[2026-08-28T10:37:21Z INFO  alacritree::gpu_timing] gpu grid [bg always], 240 frames: submit 254us  skipped 240/240  total 902us  upload 0us  backgrounds 467us  glyphs 372us  decorations -
[2026-08-28T10:37:22Z INFO  alacritree::gpu_timing] gpu grid [bg gated], 240 frames: submit 185us  skipped 240/240  total 740us  upload 0us  backgrounds 411us  glyphs 327us  decorations -
[2026-08-28T10:37:23Z INFO  alacritree::gpu_timing] gpu grid [bg always], 240 frames: submit 282us  skipped 240/240  total 821us  upload 0us  backgrounds 460us  glyphs 358us  decorations -
[2026-08-28T10:37:24Z INFO  alacritree::gpu_timing] gpu grid [bg gated], 240 frames: submit 280us  skipped 240/240  total 905us  upload 0us  backgrounds 515us  glyphs 385us  decorations -
[2026-08-28T10:37:25Z INFO  alacritree::gpu_timing] gpu grid [bg always], 240 frames: submit 274us  skipped 240/240  total 829us  upload 0us  backgrounds 462us  glyphs 361us  decorations -
[2026-08-28T10:37:26Z INFO  alacritree::gpu_timing] gpu grid [bg gated], 240 frames: submit 228us  skipped 240/240  total 821us  upload 0us  backgrounds 460us  glyphs 355us  decorations -
[2026-08-28T10:37:27Z INFO  alacritree::gpu_timing] gpu grid [bg always], 240 frames: submit 180us  skipped 240/240  total 762us  upload 0us  backgrounds 417us  glyphs 335us  decorations -
[2026-08-28T10:37:28Z INFO  alacritree::gpu_timing] gpu grid [bg gated], 240 frames: submit 204us  skipped 240/240  total 747us  upload 0us  backgrounds 412us  glyphs 331us  decorations -
[2026-08-28T10:37:29Z INFO  alacritree::gpu_timing] gpu grid [bg always], 240 frames: submit 201us  skipped 240/240  total 773us  upload 0us  backgrounds 418us  glyphs 339us  decorations -
[2026-08-28T10:37:30Z INFO  alacritree::gpu_timing] gpu grid [bg gated], 240 frames: submit 225us  skipped 240/240  total 814us  upload 0us  backgrounds 458us  glyphs 352us  decorations -
[2026-08-28T10:37:31Z INFO  alacritree::gpu_timing] gpu grid [bg always], 240 frames: submit 183us  skipped 240/240  total 749us  upload 0us  backgrounds 414us  glyphs 331us  decorations -
[2026-08-28T10:37:32Z INFO  alacritree::gpu_timing] gpu grid [bg gated], 240 frames: submit 212us  skipped 240/240  total 790us  upload 0us  backgrounds 420us  glyphs 346us  decorations -
[2026-08-28T10:37:34Z INFO  alacritree::gpu_timing] gpu grid [bg always], 240 frames: submit 240us  skipped 240/240  total 831us  upload 0us  backgrounds 459us  glyphs 369us  decorations -
[2026-08-28T10:37:34Z INFO  alacritree::gpu_timing] gpu grid [bg gated], 240 frames: submit 148us  skipped 240/240  total 485us  upload 0us  backgrounds 248us  glyphs 232us  decorations -
[2026-08-28T10:37:35Z INFO  alacritree::gpu_timing] gpu grid [bg always], 240 frames: submit 171us  skipped 240/240  total 384us  upload 0us  backgrounds 177us  glyphs 203us  decorations -
[2026-08-28T10:37:35Z INFO  alacritree::gpu_timing] gpu grid [bg gated], 240 frames: submit 152us  skipped 240/240  total 386us  upload 0us  backgrounds 177us  glyphs 204us  decorations -
[2026-08-28T10:37:36Z INFO  alacritree::gpu_timing] gpu grid [bg always], 240 frames: submit 184us  skipped 240/240  total 378us  upload 0us  backgrounds 174us  glyphs 201us  decorations -
[2026-08-28T10:37:36Z INFO  alacritree::gpu_timing] gpu grid [bg gated], 240 frames: submit 141us  skipped 240/240  total 335us  upload 0us  backgrounds 147us  glyphs 186us  decorations -
[2026-08-28T10:37:37Z INFO  alacritree::gpu_timing] gpu grid [bg always], 240 frames: submit 126us  skipped 240/240  total 328us  upload 0us  backgrounds 144us  glyphs 183us  decorations -
[2026-08-28T10:37:37Z INFO  alacritree::gpu_timing] gpu grid [bg gated], 240 frames: submit 123us  skipped 240/240  total 294us  upload 0us  backgrounds 119us  glyphs 171us  decorations -
[2026-08-28T10:37:38Z INFO  alacritree::gpu_timing] gpu grid [bg always], 240 frames: submit 164us  skipped 240/240  total 299us  upload 0us  backgrounds 121us  glyphs 175us  decorations -
[2026-08-28T10:37:38Z INFO  alacritree::gpu_timing] gpu grid [bg gated], 240 frames: submit 133us  skipped 240/240  total 364us  upload 0us  backgrounds 167us  glyphs 196us  decorations -
[2026-08-28T10:37:39Z INFO  alacritree::gpu_timing] gpu grid [bg always], 240 frames: submit 124us  skipped 240/240  total 354us  upload 0us  backgrounds 162us  glyphs 188us  decorations -
[2026-08-28T10:37:39Z INFO  alacritree::gpu_timing] gpu grid [bg gated], 240 frames: submit 124us  skipped 240/240  total 291us  upload 0us  backgrounds 115us  glyphs 171us  decorations -
[2026-08-28T10:37:40Z INFO  alacritree::gpu_timing] gpu grid [bg always], 240 frames: submit 126us  skipped 240/240  total 366us  upload 0us  backgrounds 169us  glyphs 195us  decorations -
[2026-08-28T10:37:40Z INFO  alacritree::gpu_timing] gpu grid [bg gated], 240 frames: submit 126us  skipped 240/240  total 374us  upload 0us  backgrounds 175us  glyphs 196us  decorations -
[2026-08-28T10:37:41Z INFO  alacritree::gpu_timing] gpu grid [bg always], 240 frames: submit 120us  skipped 240/240  total 283us  upload 0us  backgrounds 113us  glyphs 168us  decorations -
[2026-08-28T10:37:41Z INFO  alacritree::gpu_timing] gpu grid [bg gated], 240 frames: submit 116us  skipped 240/240  total 344us  upload 0us  backgrounds 160us  glyphs 182us  decorations -
[2026-08-28T10:37:42Z INFO  alacritree::gpu_timing] gpu grid [bg always], 240 frames: submit 129us  skipped 240/240  total 375us  upload 0us  backgrounds 174us  glyphs 198us  decorations -
[2026-08-28T10:37:42Z INFO  alacritree::gpu_timing] gpu grid [bg gated], 240 frames: submit 142us  skipped 240/240  total 374us  upload 0us  backgrounds 174us  glyphs 198us  decorations -
[2026-08-28T10:37:43Z INFO  alacritree::gpu_timing] gpu grid [bg always], 240 frames: submit 202us  skipped 240/240  total 439us  upload 0us  backgrounds 218us  glyphs 220us  decorations -
[2026-08-28T10:37:44Z INFO  alacritree::gpu_timing] gpu grid [bg gated], 240 frames: submit 173us  skipped 240/240  total 607us  upload 0us  backgrounds 319us  glyphs 284us  decorations -
[2026-08-28T10:37:44Z INFO  alacritree::gpu_timing] gpu grid [bg always], 240 frames: submit 180us  skipped 240/240  total 598us  upload 0us  backgrounds 301us  glyphs 287us  decorations -
[2026-08-28T10:37:45Z INFO  alacritree::gpu_timing] gpu grid [bg gated], 240 frames: submit 213us  skipped 240/240  total 654us  upload 0us  backgrounds 347us  glyphs 303us  decorations -
[2026-08-28T10:37:46Z INFO  alacritree::gpu_timing] gpu grid [bg always], 240 frames: submit 212us  skipped 240/240  total 653us  upload 0us  backgrounds 346us  glyphs 303us  decorations -
[2026-08-28T10:37:47Z INFO  alacritree::gpu_timing] gpu grid [bg gated], 240 frames: submit 182us  skipped 240/240  total 651us  upload 0us  backgrounds 346us  glyphs 302us  decorations -
[2026-08-28T10:37:48Z INFO  alacritree::gpu_timing] gpu grid [bg always], 240 frames: submit 220us  skipped 240/240  total 672us  upload 0us  backgrounds 349us  glyphs 310us  decorations -
[2026-08-28T10:37:49Z INFO  alacritree::gpu_timing] gpu grid [bg gated], 240 frames: submit 179us  skipped 240/240  total 660us  upload 0us  backgrounds 349us  glyphs 303us  decorations -
[2026-08-28T10:37:50Z INFO  alacritree::gpu_timing] gpu grid [bg always], 240 frames: submit 199us  skipped 240/240  total 656us  upload 0us  backgrounds 347us  glyphs 305us  decorations -
[2026-08-28T10:37:51Z INFO  alacritree::gpu_timing] gpu grid [bg gated], 240 frames: submit 164us  skipped 240/240  total 621us  upload 0us  backgrounds 321us  glyphs 290us  decorations -
[2026-08-28T10:37:52Z INFO  alacritree::gpu_timing] gpu grid [bg always], 240 frames: submit 168us  skipped 240/240  total 628us  upload 0us  backgrounds 323us  glyphs 288us  decorations -
[2026-08-28T10:37:53Z INFO  alacritree::gpu_timing] gpu grid [bg gated], 240 frames: submit 182us  skipped 240/240  total 636us  upload 0us  backgrounds 345us  glyphs 289us  decorations -
[2026-08-28T10:37:53Z INFO  alacritree::gpu_timing] gpu grid [bg always], 240 frames: submit 233us  skipped 240/240  total 648us  upload 0us  backgrounds 347us  glyphs 295us  decorations -
[2026-08-28T10:37:54Z INFO  alacritree::gpu_timing] gpu grid [bg gated], 240 frames: submit 183us  skipped 240/240  total 510us  upload 0us  backgrounds 260us  glyphs 245us  decorations -
[2026-08-28T10:37:55Z INFO  alacritree::gpu_timing] gpu grid [bg always], 240 frames: submit 163us  skipped 240/240  total 383us  upload 0us  backgrounds 176us  glyphs 202us  decorations -
[2026-08-28T10:37:56Z INFO  alacritree::gpu_timing] gpu grid [bg gated], 240 frames: submit 206us  skipped 240/240  total 683us  upload 0us  backgrounds 375us  glyphs 301us  decorations -
[2026-08-28T10:37:57Z INFO  alacritree::gpu_timing] gpu grid [bg always], 240 frames: submit 279us  skipped 240/240  total 923us  upload 0us  backgrounds 515us  glyphs 403us  decorations -
[2026-08-28T10:37:58Z INFO  alacritree::gpu_timing] gpu grid [bg gated], 240 frames: submit 216us  skipped 240/240  total 771us  upload 0us  backgrounds 419us  glyphs 337us  decorations -
[2026-08-28T10:37:59Z INFO  alacritree::gpu_timing] gpu grid [bg always], 240 frames: submit 224us  skipped 240/240  total 807us  upload 0us  backgrounds 457us  glyphs 347us  decorations -
[2026-08-28T10:38:01Z INFO  alacritree::gpu_timing] gpu grid [bg gated], 240 frames: submit 242us  skipped 240/240  total 826us  upload 0us  backgrounds 460us  glyphs 357us  decorations -
[2026-08-28T10:38:01Z INFO  alacritree::gpu_timing] gpu grid [bg always], 240 frames: submit 190us  skipped 240/240  total 744us  upload 0us  backgrounds 413us  glyphs 328us  decorations -
[2026-08-28T10:38:02Z INFO  alacritree::gpu_timing] gpu grid [bg gated], 240 frames: submit 219us  skipped 240/240  total 764us  upload 0us  backgrounds 417us  glyphs 336us  decorations -
[2026-08-28T10:38:04Z INFO  alacritree::gpu_timing] gpu grid [bg always], 240 frames: submit 250us  skipped 240/240  total 838us  upload 0us  backgrounds 463us  glyphs 360us  decorations -
[2026-08-28T10:38:05Z INFO  alacritree::gpu_timing] gpu grid [bg gated], 240 frames: submit 216us  skipped 240/240  total 769us  upload 0us  backgrounds 418us  glyphs 338us  decorations -
[2026-08-28T10:38:06Z INFO  alacritree::gpu_timing] gpu grid [bg always], 240 frames: submit 272us  skipped 240/240  total 896us  upload 0us  backgrounds 497us  glyphs 378us  decorations -
[2026-08-28T10:38:07Z INFO  alacritree::gpu_timing] gpu grid [bg gated], 240 frames: submit 253us  skipped 240/240  total 819us  upload 0us  backgrounds 460us  glyphs 354us  decorations -
[2026-08-28T10:38:08Z INFO  alacritree::gpu_timing] gpu grid [bg always], 240 frames: submit 217us  skipped 240/240  total 766us  upload 0us  backgrounds 416us  glyphs 338us  decorations -
[2026-08-28T10:38:09Z INFO  alacritree::gpu_timing] gpu grid [bg gated], 240 frames: submit 225us  skipped 240/240  total 814us  upload 0us  backgrounds 458us  glyphs 352us  decorations -
[2026-08-28T10:38:10Z INFO  alacritree::gpu_timing] gpu grid [bg always], 240 frames: submit 177us  skipped 240/240  total 724us  upload 0us  backgrounds 380us  glyphs 339us  decorations -
[2026-08-28T10:38:11Z INFO  alacritree::gpu_timing] gpu grid [bg gated], 240 frames: submit 206us  skipped 240/240  total 785us  upload 0us  backgrounds 417us  glyphs 356us  decorations -
[2026-08-28T10:38:12Z INFO  alacritree::gpu_timing] gpu grid [bg always], 240 frames: submit 238us  skipped 240/240  total 825us  upload 0us  backgrounds 457us  glyphs 365us  decorations -
[2026-08-28T10:38:13Z INFO  alacritree::gpu_timing] gpu grid [bg gated], 240 frames: submit 291us  skipped 240/240  total 924us  upload 0us  backgrounds 517us  glyphs 397us  decorations -
[2026-08-28T10:38:14Z INFO  alacritree::gpu_timing] gpu grid [bg always], 240 frames: submit 194us  skipped 240/240  total 619us  upload 0us  backgrounds 297us  glyphs 300us  decorations -
[2026-08-28T10:38:15Z INFO  alacritree::gpu_timing] gpu grid [bg gated], 240 frames: submit 178us  skipped 240/240  total 472us  upload 0us  backgrounds 231us  glyphs 231us  decorations -
[2026-08-28T10:38:15Z INFO  alacritree::gpu_timing] gpu grid [bg always], 240 frames: submit 200us  skipped 240/240  total 495us  upload 0us  backgrounds 247us  glyphs 242us  decorations -
[2026-08-28T10:38:16Z INFO  alacritree::gpu_timing] gpu grid [bg gated], 240 frames: submit 205us  skipped 240/240  total 538us  upload 0us  backgrounds 277us  glyphs 257us  decorations -
[2026-08-28T10:38:17Z INFO  alacritree::gpu_timing] gpu grid [bg always], 240 frames: submit 184us  skipped 240/240  total 561us  upload 0us  backgrounds 297us  glyphs 262us  decorations -
[2026-08-28T10:38:18Z INFO  alacritree::gpu_timing] gpu grid [bg gated], 240 frames: submit 152us  skipped 240/240  total 527us  upload 0us  backgrounds 277us  glyphs 247us  decorations -
[2026-08-28T10:38:19Z INFO  alacritree::gpu_timing] gpu grid [bg always], 240 frames: submit 205us  skipped 240/240  total 617us  upload 0us  backgrounds 319us  glyphs 293us  decorations -
[2026-08-28T10:38:20Z INFO  alacritree::gpu_timing] gpu grid [bg gated], 240 frames: submit 261us  skipped 240/240  total 668us  upload 0us  backgrounds 348us  glyphs 313us  decorations -
[2026-08-28T10:38:21Z INFO  alacritree::gpu_timing] gpu grid [bg always], 240 frames: submit 182us  skipped 240/240  total 649us  upload 0us  backgrounds 344us  glyphs 300us  decorations -
[2026-08-28T10:38:22Z INFO  alacritree::gpu_timing] gpu grid [bg gated], 240 frames: submit 178us  skipped 240/240  total 642us  upload 0us  backgrounds 344us  glyphs 298us  decorations -
[2026-08-28T10:38:23Z INFO  alacritree::gpu_timing] gpu grid [bg always], 240 frames: submit 228us  skipped 240/240  total 674us  upload 0us  backgrounds 350us  glyphs 309us  decorations -
[2026-08-28T10:38:24Z INFO  alacritree::gpu_timing] gpu grid [bg gated], 240 frames: submit 221us  skipped 240/240  total 666us  upload 0us  backgrounds 348us  glyphs 310us  decorations -
[2026-08-28T10:38:25Z INFO  alacritree::gpu_timing] gpu grid [bg always], 240 frames: submit 202us  skipped 240/240  total 654us  upload 0us  backgrounds 346us  glyphs 304us  decorations -
[2026-08-28T10:38:26Z INFO  alacritree::gpu_timing] gpu grid [bg gated], 240 frames: submit 244us  skipped 240/240  total 656us  upload 0us  backgrounds 346us  glyphs 308us  decorations -
[2026-08-28T10:38:27Z INFO  alacritree::gpu_timing] gpu grid [bg always], 240 frames: submit 241us  skipped 240/240  total 657us  upload 0us  backgrounds 346us  glyphs 308us  decorations -
[2026-08-28T10:38:27Z INFO  alacritree::gpu_timing] gpu grid [bg gated], 240 frames: submit 205us  skipped 240/240  total 658us  upload 0us  backgrounds 346us  glyphs 305us  decorations -
[2026-08-28T10:38:28Z INFO  alacritree::gpu_timing] gpu grid [bg always], 240 frames: submit 218us  skipped 240/240  total 655us  upload 0us  backgrounds 346us  glyphs 304us  decorations -
[2026-08-28T10:38:29Z INFO  alacritree::gpu_timing] gpu grid [bg gated], 240 frames: submit 175us  skipped 240/240  total 648us  upload 0us  backgrounds 345us  glyphs 302us  decorations -
[2026-08-28T10:38:30Z INFO  alacritree::gpu_timing] gpu grid [bg always], 240 frames: submit 164us  skipped 240/240  total 605us  upload 0us  backgrounds 321us  glyphs 276us  decorations -
[2026-08-28T10:38:31Z INFO  alacritree::gpu_timing] gpu grid [bg gated], 240 frames: submit 178us  skipped 240/240  total 632us  upload 0us  backgrounds 344us  glyphs 286us  decorations -
[2026-08-28T10:38:31Z INFO  alacritree::gpu_timing] gpu grid [bg always], 240 frames: submit 166us  skipped 240/240  total 608us  upload 0us  backgrounds 321us  glyphs 283us  decorations -
[2026-08-28T10:38:32Z INFO  alacritree::gpu_timing] gpu grid [bg gated], 240 frames: submit 179us  skipped 240/240  total 642us  upload 0us  backgrounds 346us  glyphs 289us  decorations -
[2026-08-28T10:38:33Z INFO  alacritree::gpu_timing] gpu grid [bg always], 240 frames: submit 227us  skipped 240/240  total 644us  upload 0us  backgrounds 346us  glyphs 294us  decorations -
[2026-08-28T10:38:34Z INFO  alacritree::gpu_timing] gpu grid [bg gated], 240 frames: submit 220us  skipped 240/240  total 638us  upload 0us  backgrounds 344us  glyphs 291us  decorations -
[2026-08-28T10:38:35Z INFO  alacritree::gpu_timing] gpu grid [bg always], 240 frames: submit 195us  skipped 240/240  total 499us  upload 0us  backgrounds 247us  glyphs 244us  decorations -
[2026-08-28T10:38:36Z INFO  alacritree::gpu_timing] gpu grid [bg gated], 240 frames: submit 228us  skipped 240/240  total 759us  upload 0us  backgrounds 389us  glyphs 349us  decorations -
[2026-08-28T10:38:37Z INFO  alacritree::gpu_timing] gpu grid [bg always], 240 frames: submit 274us  skipped 240/240  total 921us  upload 0us  backgrounds 515us  glyphs 403us  decorations -
[2026-08-28T10:38:38Z INFO  alacritree::gpu_timing] gpu grid [bg gated], 240 frames: submit 266us  skipped 240/240  total 923us  upload 0us  backgrounds 515us  glyphs 403us  decorations -
[2026-08-28T10:38:39Z INFO  alacritree::gpu_timing] gpu grid [bg always], 240 frames: submit 297us  skipped 240/240  total 927us  upload 0us  backgrounds 515us  glyphs 406us  decorations -
[2026-08-28T10:38:40Z INFO  alacritree::gpu_timing] gpu grid [bg gated], 240 frames: submit 241us  skipped 240/240  total 828us  upload 0us  backgrounds 462us  glyphs 355us  decorations -
[2026-08-28T10:38:42Z INFO  alacritree::gpu_timing] gpu grid [bg always], 240 frames: submit 255us  skipped 240/240  total 850us  upload 0us  backgrounds 466us  glyphs 364us  decorations -
[2026-08-28T10:38:43Z INFO  alacritree::gpu_timing] gpu grid [bg gated], 240 frames: submit 260us  skipped 240/240  total 822us  upload 0us  backgrounds 461us  glyphs 355us  decorations -
[2026-08-28T10:38:44Z INFO  alacritree::gpu_timing] gpu grid [bg always], 240 frames: submit 273us  skipped 240/240  total 903us  upload 0us  backgrounds 514us  glyphs 382us  decorations -
[2026-08-28T10:38:45Z INFO  alacritree::gpu_timing] gpu grid [bg gated], 240 frames: submit 285us  skipped 240/240  total 830us  upload 0us  backgrounds 462us  glyphs 360us  decorations -
[2026-08-28T10:38:47Z INFO  alacritree::gpu_timing] gpu grid [bg always], 240 frames: submit 342us  skipped 240/240  total 914us  upload 0us  backgrounds 517us  glyphs 391us  decorations -
[2026-08-28T10:38:48Z INFO  alacritree::gpu_timing] gpu grid [bg gated], 240 frames: submit 293us  skipped 240/240  total 857us  upload 0us  backgrounds 465us  glyphs 368us  decorations -
[2026-08-28T10:38:49Z INFO  alacritree::gpu_timing] gpu grid [bg always], 240 frames: submit 200us  skipped 240/240  total 566us  upload 0us  backgrounds 278us  glyphs 267us  decorations -
[2026-08-28T10:38:50Z INFO  alacritree::gpu_timing] gpu grid [bg gated], 240 frames: submit 159us  skipped 240/240  total 420us  upload 0us  backgrounds 201us  glyphs 214us  decorations -
[2026-08-28T10:38:50Z INFO  alacritree::gpu_timing] gpu grid [bg always], 240 frames: submit 169us  skipped 240/240  total 412us  upload 0us  backgrounds 198us  glyphs 210us  decorations -
[2026-08-28T10:38:51Z INFO  alacritree::gpu_timing] gpu grid [bg gated], 240 frames: submit 162us  skipped 240/240  total 400us  upload 0us  backgrounds 190us  glyphs 207us  decorations -
[2026-08-28T10:38:52Z INFO  alacritree::gpu_timing] gpu grid [bg always], 240 frames: submit 171us  skipped 240/240  total 395us  upload 0us  backgrounds 185us  glyphs 206us  decorations -
[2026-08-28T10:38:52Z INFO  alacritree::gpu_timing] gpu grid [bg gated], 240 frames: submit 150us  skipped 240/240  total 372us  upload 0us  backgrounds 172us  glyphs 197us  decorations -
[2026-08-28T10:38:53Z INFO  alacritree::gpu_timing] gpu grid [bg always], 240 frames: submit 177us  skipped 240/240  total 367us  upload 0us  backgrounds 163us  glyphs 196us  decorations -
[2026-08-28T10:38:53Z INFO  alacritree::gpu_timing] gpu grid [bg gated], 240 frames: submit 193us  skipped 240/240  total 378us  upload 0us  backgrounds 174us  glyphs 203us  decorations -
[2026-08-28T10:38:54Z INFO  alacritree::gpu_timing] gpu grid [bg always], 240 frames: submit 170us  skipped 240/240  total 363us  upload 0us  backgrounds 163us  glyphs 195us  decorations -
[2026-08-28T10:38:54Z INFO  alacritree::gpu_timing] gpu grid [bg gated], 240 frames: submit 200us  skipped 240/240  total 361us  upload 0us  backgrounds 167us  glyphs 196us  decorations -
[2026-08-28T10:38:55Z INFO  alacritree::gpu_timing] gpu grid [bg always], 240 frames: submit 234us  skipped 240/240  total 372us  upload 0us  backgrounds 168us  glyphs 204us  decorations -
[2026-08-28T10:38:56Z INFO  alacritree::gpu_timing] gpu grid [bg gated], 240 frames: submit 230us  skipped 240/240  total 372us  upload 0us  backgrounds 168us  glyphs 204us  decorations -
[2026-08-28T10:38:56Z INFO  alacritree::gpu_timing] gpu grid [bg always], 240 frames: submit 228us  skipped 240/240  total 424us  upload 0us  backgrounds 201us  glyphs 218us  decorations -
[2026-08-28T10:38:57Z INFO  alacritree::gpu_timing] gpu grid [bg gated], 240 frames: submit 200us  skipped 240/240  total 455us  upload 0us  backgrounds 222us  glyphs 227us  decorations -
[2026-08-28T10:38:58Z INFO  alacritree::gpu_timing] gpu grid [bg always], 240 frames: submit 221us  skipped 240/240  total 526us  upload 0us  backgrounds 268us  glyphs 253us  decorations -
[2026-08-28T10:38:59Z INFO  alacritree::gpu_timing] gpu grid [bg gated], 240 frames: submit 188us  skipped 240/240  total 637us  upload 0us  backgrounds 345us  glyphs 287us  decorations -
[2026-08-28T10:38:59Z INFO  alacritree::gpu_timing] gpu grid [bg always], 240 frames: submit 139us  skipped 240/240  total 338us  upload 0us  backgrounds 150us  glyphs 186us  decorations -
[2026-08-28T10:39:00Z INFO  alacritree::gpu_timing] gpu grid [bg gated], 240 frames: submit 146us  skipped 240/240  total 341us  upload 0us  backgrounds 150us  glyphs 189us  decorations -
[2026-08-28T10:39:00Z INFO  alacritree::gpu_timing] gpu grid [bg always], 240 frames: submit 148us  skipped 240/240  total 581us  upload 0us  backgrounds 297us  glyphs 270us  decorations -
[2026-08-28T10:39:01Z INFO  alacritree::gpu_timing] gpu grid [bg gated], 240 frames: submit 168us  skipped 240/240  total 734us  upload 0us  backgrounds 412us  glyphs 318us  decorations -
[2026-08-28T10:39:02Z INFO  alacritree::gpu_timing] gpu grid [bg always], 240 frames: submit 194us  skipped 240/240  total 758us  upload 0us  backgrounds 417us  glyphs 329us  decorations -
[2026-08-28T10:39:04Z INFO  alacritree::gpu_timing] gpu grid [bg gated], 240 frames: submit 276us  skipped 240/240  total 920us  upload 0us  backgrounds 515us  glyphs 400us  decorations -
[2026-08-28T10:39:05Z INFO  alacritree::gpu_timing] gpu grid [bg always], 240 frames: submit 262us  skipped 240/240  total 867us  upload 0us  backgrounds 466us  glyphs 368us  decorations -
