backgrounds/plain : pid 62072, running 300s
[2026-08-28T10:31:48Z INFO  alacritree::gpu_timing] gpu grid [bg always], 240 frames: submit 227us  skipped 240/240  total 412us  upload 0us  backgrounds 146us  glyphs 207us  decorations -
[2026-08-28T10:31:49Z INFO  alacritree::gpu_timing] gpu grid [bg gated], 240 frames: submit 196us  skipped 240/240  total 212us  upload 0us  backgrounds 18us  glyphs 194us  decorations -
[2026-08-28T10:31:49Z INFO  alacritree::gpu_timing] gpu grid [bg always], 240 frames: submit 250us  skipped 240/240  total 340us  upload 0us  backgrounds 146us  glyphs 194us  decorations -
[2026-08-28T10:31:50Z INFO  alacritree::gpu_timing] gpu grid [bg gated], 240 frames: submit 232us  skipped 240/240  total 231us  upload 0us  backgrounds 21us  glyphs 209us  decorations -
[2026-08-28T10:31:51Z INFO  alacritree::gpu_timing] gpu grid [bg always], 240 frames: submit 186us  skipped 240/240  total 361us  upload 0us  backgrounds 163us  glyphs 194us  decorations -
[2026-08-28T10:31:51Z INFO  alacritree::gpu_timing] gpu grid [bg gated], 240 frames: submit 204us  skipped 240/240  total 230us  upload 0us  backgrounds 20us  glyphs 209us  decorations -
[2026-08-28T10:31:53Z INFO  alacritree::gpu_timing] gpu grid [bg always], 240 frames: submit 195us  skipped 240/240  total 525us  upload 0us  backgrounds 262us  glyphs 260us  decorations -
[2026-08-28T10:31:55Z INFO  alacritree::gpu_timing] gpu grid [bg gated], 240 frames: submit 103us  skipped 240/240  total 294us  upload 0us  backgrounds 28us  glyphs 265us  decorations -
[2026-08-28T10:31:58Z INFO  alacritree::gpu_timing] gpu grid [bg always], 240 frames: submit 132us  skipped 240/240  total 697us  upload 0us  backgrounds 324us  glyphs 355us  decorations -
[2026-08-28T10:32:02Z INFO  alacritree::gpu_timing] gpu grid [bg gated], 240 frames: submit 150us  skipped 240/240  total 1415us  upload 0us  backgrounds 90us  glyphs 1164us  decorations -
[2026-08-28T10:32:07Z INFO  alacritree::gpu_timing] gpu grid [bg always], 240 frames: submit 196us  skipped 240/240  total 2114us  upload 0us  backgrounds 761us  glyphs 798us  decorations -
[2026-08-28T10:32:12Z INFO  alacritree::gpu_timing] gpu grid [bg gated], 240 frames: submit 193us  skipped 240/240  total 1559us  upload 0us  backgrounds 89us  glyphs 1161us  decorations -
[2026-08-28T10:32:16Z INFO  alacritree::gpu_timing] gpu grid [bg always], 240 frames: submit 204us  skipped 240/240  total 2626us  upload 0us  backgrounds 1025us  glyphs 926us  decorations -
[2026-08-28T10:32:22Z INFO  alacritree::gpu_timing] gpu grid [bg gated], 240 frames: submit 198us  skipped 240/240  total 1751us  upload 0us  backgrounds 165us  glyphs 1366us  decorations -
[2026-08-28T10:32:26Z INFO  alacritree::gpu_timing] gpu grid [bg always], 240 frames: submit 200us  skipped 240/240  total 3807us  upload 0us  backgrounds 2206us  glyphs 1356us  decorations -
[2026-08-28T10:32:30Z INFO  alacritree::gpu_timing] gpu grid [bg gated], 240 frames: submit 134us  skipped 240/240  total 583us  upload 0us  backgrounds 41us  glyphs 529us  decorations -
[2026-08-28T10:32:32Z INFO  alacritree::gpu_timing] gpu grid [bg always], 240 frames: submit 105us  skipped 240/240  total 574us  upload 0us  backgrounds 277us  glyphs 292us  decorations -
[2026-08-28T10:32:34Z INFO  alacritree::gpu_timing] gpu grid [bg gated], 240 frames: submit 100us  skipped 240/240  total 291us  upload 0us  backgrounds 28us  glyphs 262us  decorations -
[2026-08-28T10:32:36Z INFO  alacritree::gpu_timing] gpu grid [bg always], 240 frames: submit 112us  skipped 240/240  total 523us  upload 0us  backgrounds 261us  glyphs 263us  decorations -
[2026-08-28T10:32:38Z INFO  alacritree::gpu_timing] gpu grid [bg gated], 240 frames: submit 91us  skipped 240/240  total 295us  upload 0us  backgrounds 28us  glyphs 267us  decorations -
[2026-08-28T10:32:40Z INFO  alacritree::gpu_timing] gpu grid [bg always], 240 frames: submit 101us  skipped 240/240  total 516us  upload 0us  backgrounds 260us  glyphs 256us  decorations -
[2026-08-28T10:32:43Z INFO  alacritree::gpu_timing] gpu grid [bg gated], 240 frames: submit 178us  skipped 240/240  total 826us  upload 0us  backgrounds 67us  glyphs 648us  decorations -
[2026-08-28T10:32:47Z INFO  alacritree::gpu_timing] gpu grid [bg always], 240 frames: submit 208us  skipped 240/240  total 2572us  upload 0us  backgrounds 887us  glyphs 977us  decorations -
[2026-08-28T10:32:50Z INFO  alacritree::gpu_timing] gpu grid [bg gated], 240 frames: submit 206us  skipped 240/240  total 1124us  upload 0us  backgrounds 68us  glyphs 708us  decorations -
[2026-08-28T10:32:52Z INFO  alacritree::gpu_timing] gpu grid [bg always], 240 frames: submit 255us  skipped 240/240  total 1029us  upload 0us  backgrounds 586us  glyphs 434us  decorations -
[2026-08-28T10:32:53Z INFO  alacritree::gpu_timing] gpu grid [bg gated], 240 frames: submit 273us  skipped 240/240  total 508us  upload 0us  backgrounds 59us  glyphs 448us  decorations -
[2026-08-28T10:32:55Z INFO  alacritree::gpu_timing] gpu grid [bg always], 240 frames: submit 288us  skipped 240/240  total 1061us  upload 0us  backgrounds 588us  glyphs 471us  decorations -
[2026-08-28T10:32:56Z INFO  alacritree::gpu_timing] gpu grid [bg gated], 240 frames: submit 284us  skipped 240/240  total 526us  upload 0us  backgrounds 59us  glyphs 467us  decorations -
[2026-08-28T10:32:57Z INFO  alacritree::gpu_timing] gpu grid [bg always], 240 frames: submit 262us  skipped 240/240  total 944us  upload 0us  backgrounds 516us  glyphs 425us  decorations -
[2026-08-28T10:32:58Z INFO  alacritree::gpu_timing] gpu grid [bg gated], 240 frames: submit 253us  skipped 240/240  total 412us  upload 0us  backgrounds 48us  glyphs 364us  decorations -
[2026-08-28T10:32:59Z INFO  alacritree::gpu_timing] gpu grid [bg always], 240 frames: submit 247us  skipped 240/240  total 916us  upload 0us  backgrounds 512us  glyphs 373us  decorations -
[2026-08-28T10:33:00Z INFO  alacritree::gpu_timing] gpu grid [bg gated], 240 frames: submit 221us  skipped 240/240  total 407us  upload 0us  backgrounds 47us  glyphs 360us  decorations -
[2026-08-28T10:33:01Z INFO  alacritree::gpu_timing] gpu grid [bg always], 240 frames: submit 220us  skipped 240/240  total 808us  upload 0us  backgrounds 459us  glyphs 349us  decorations -
[2026-08-28T10:33:02Z INFO  alacritree::gpu_timing] gpu grid [bg gated], 240 frames: submit 251us  skipped 240/240  total 422us  upload 0us  backgrounds 48us  glyphs 375us  decorations -
[2026-08-28T10:33:04Z INFO  alacritree::gpu_timing] gpu grid [bg always], 240 frames: submit 234us  skipped 240/240  total 658us  upload 0us  backgrounds 348us  glyphs 311us  decorations -
[2026-08-28T10:33:04Z INFO  alacritree::gpu_timing] gpu grid [bg gated], 240 frames: submit 200us  skipped 240/240  total 304us  upload 0us  backgrounds 31us  glyphs 273us  decorations -
[2026-08-28T10:33:06Z INFO  alacritree::gpu_timing] gpu grid [bg always], 240 frames: submit 201us  skipped 240/240  total 590us  upload 0us  backgrounds 296us  glyphs 293us  decorations -
[2026-08-28T10:33:06Z INFO  alacritree::gpu_timing] gpu grid [bg gated], 240 frames: submit 196us  skipped 240/240  total 346us  upload 0us  backgrounds 36us  glyphs 310us  decorations -
[2026-08-28T10:33:07Z INFO  alacritree::gpu_timing] gpu grid [bg always], 240 frames: submit 192us  skipped 240/240  total 654us  upload 0us  backgrounds 347us  glyphs 305us  decorations -
[2026-08-28T10:33:08Z INFO  alacritree::gpu_timing] gpu grid [bg gated], 240 frames: submit 187us  skipped 240/240  total 329us  upload 0us  backgrounds 34us  glyphs 294us  decorations -
[2026-08-28T10:33:10Z INFO  alacritree::gpu_timing] gpu grid [bg always], 240 frames: submit 203us  skipped 240/240  total 710us  upload 0us  backgrounds 345us  glyphs 370us  decorations -
[2026-08-28T10:33:10Z INFO  alacritree::gpu_timing] gpu grid [bg gated], 240 frames: submit 184us  skipped 240/240  total 349us  upload 0us  backgrounds 36us  glyphs 311us  decorations -
[2026-08-28T10:33:11Z INFO  alacritree::gpu_timing] gpu grid [bg always], 240 frames: submit 187us  skipped 240/240  total 676us  upload 0us  backgrounds 350us  glyphs 306us  decorations -
[2026-08-28T10:33:12Z INFO  alacritree::gpu_timing] gpu grid [bg gated], 240 frames: submit 182us  skipped 240/240  total 354us  upload 0us  backgrounds 39us  glyphs 315us  decorations -
[2026-08-28T10:33:13Z INFO  alacritree::gpu_timing] gpu grid [bg always], 240 frames: submit 187us  skipped 240/240  total 670us  upload 0us  backgrounds 348us  glyphs 303us  decorations -
[2026-08-28T10:33:14Z INFO  alacritree::gpu_timing] gpu grid [bg gated], 240 frames: submit 196us  skipped 240/240  total 294us  upload 0us  backgrounds 30us  glyphs 263us  decorations -
[2026-08-28T10:33:15Z INFO  alacritree::gpu_timing] gpu grid [bg always], 240 frames: submit 259us  skipped 240/240  total 823us  upload 0us  backgrounds 459us  glyphs 366us  decorations -
[2026-08-28T10:33:16Z INFO  alacritree::gpu_timing] gpu grid [bg gated], 240 frames: submit 293us  skipped 240/240  total 464us  upload 0us  backgrounds 53us  glyphs 411us  decorations -
[2026-08-28T10:33:17Z INFO  alacritree::gpu_timing] gpu grid [bg always], 240 frames: submit 275us  skipped 240/240  total 934us  upload 0us  backgrounds 518us  glyphs 415us  decorations -
[2026-08-28T10:33:19Z INFO  alacritree::gpu_timing] gpu grid [bg gated], 240 frames: submit 281us  skipped 240/240  total 465us  upload 0us  backgrounds 53us  glyphs 412us  decorations -
[2026-08-28T10:33:20Z INFO  alacritree::gpu_timing] gpu grid [bg always], 240 frames: submit 303us  skipped 240/240  total 929us  upload 0us  backgrounds 518us  glyphs 411us  decorations -
[2026-08-28T10:33:22Z INFO  alacritree::gpu_timing] gpu grid [bg gated], 240 frames: submit 298us  skipped 240/240  total 463us  upload 0us  backgrounds 53us  glyphs 410us  decorations -
[2026-08-28T10:33:23Z INFO  alacritree::gpu_timing] gpu grid [bg always], 240 frames: submit 315us  skipped 240/240  total 920us  upload 0us  backgrounds 516us  glyphs 404us  decorations -
[2026-08-28T10:33:24Z INFO  alacritree::gpu_timing] gpu grid [bg gated], 240 frames: submit 296us  skipped 240/240  total 504us  upload 0us  backgrounds 53us  glyphs 447us  decorations -
[2026-08-28T10:33:26Z INFO  alacritree::gpu_timing] gpu grid [bg always], 240 frames: submit 313us  skipped 240/240  total 1047us  upload 0us  backgrounds 588us  glyphs 459us  decorations -
[2026-08-28T10:33:27Z INFO  alacritree::gpu_timing] gpu grid [bg gated], 240 frames: submit 287us  skipped 240/240  total 483us  upload 0us  backgrounds 52us  glyphs 431us  decorations -
[2026-08-28T10:33:28Z INFO  alacritree::gpu_timing] gpu grid [bg always], 240 frames: submit 279us  skipped 240/240  total 899us  upload 0us  backgrounds 515us  glyphs 384us  decorations -
[2026-08-28T10:33:30Z INFO  alacritree::gpu_timing] gpu grid [bg gated], 240 frames: submit 277us  skipped 240/240  total 488us  upload 0us  backgrounds 53us  glyphs 433us  decorations -
[2026-08-28T10:33:31Z INFO  alacritree::gpu_timing] gpu grid [bg always], 240 frames: submit 274us  skipped 240/240  total 940us  upload 0us  backgrounds 518us  glyphs 420us  decorations -
[2026-08-28T10:33:32Z INFO  alacritree::gpu_timing] gpu grid [bg gated], 240 frames: submit 276us  skipped 240/240  total 470us  upload 0us  backgrounds 53us  glyphs 415us  decorations -
[2026-08-28T10:33:34Z INFO  alacritree::gpu_timing] gpu grid [bg always], 240 frames: submit 276us  skipped 240/240  total 912us  upload 0us  backgrounds 517us  glyphs 395us  decorations -
[2026-08-28T10:33:35Z INFO  alacritree::gpu_timing] gpu grid [bg gated], 240 frames: submit 273us  skipped 240/240  total 451us  upload 0us  backgrounds 53us  glyphs 398us  decorations -
[2026-08-28T10:33:37Z INFO  alacritree::gpu_timing] gpu grid [bg always], 240 frames: submit 264us  skipped 240/240  total 916us  upload 0us  backgrounds 517us  glyphs 398us  decorations -
[2026-08-28T10:33:38Z INFO  alacritree::gpu_timing] gpu grid [bg gated], 240 frames: submit 263us  skipped 240/240  total 458us  upload 0us  backgrounds 52us  glyphs 405us  decorations -
[2026-08-28T10:33:39Z INFO  alacritree::gpu_timing] gpu grid [bg always], 240 frames: submit 200us  skipped 240/240  total 581us  upload 0us  backgrounds 297us  glyphs 282us  decorations -
[2026-08-28T10:33:40Z INFO  alacritree::gpu_timing] gpu grid [bg gated], 240 frames: submit 189us  skipped 240/240  total 312us  upload 0us  backgrounds 30us  glyphs 281us  decorations -
[2026-08-28T10:33:41Z INFO  alacritree::gpu_timing] gpu grid [bg always], 240 frames: submit 190us  skipped 240/240  total 551us  upload 0us  backgrounds 278us  glyphs 273us  decorations -
[2026-08-28T10:33:42Z INFO  alacritree::gpu_timing] gpu grid [bg gated], 240 frames: submit 169us  skipped 240/240  total 300us  upload 0us  backgrounds 30us  glyphs 269us  decorations -
[2026-08-28T10:33:43Z INFO  alacritree::gpu_timing] gpu grid [bg always], 240 frames: submit 190us  skipped 240/240  total 564us  upload 0us  backgrounds 279us  glyphs 278us  decorations -
[2026-08-28T10:33:43Z INFO  alacritree::gpu_timing] gpu grid [bg gated], 240 frames: submit 187us  skipped 240/240  total 302us  upload 0us  backgrounds 30us  glyphs 272us  decorations -
[2026-08-28T10:33:44Z INFO  alacritree::gpu_timing] gpu grid [bg always], 240 frames: submit 189us  skipped 240/240  total 599us  upload 0us  backgrounds 318us  glyphs 282us  decorations -
[2026-08-28T10:33:45Z INFO  alacritree::gpu_timing] gpu grid [bg gated], 240 frames: submit 186us  skipped 240/240  total 325us  upload 0us  backgrounds 34us  glyphs 291us  decorations -
[2026-08-28T10:33:46Z INFO  alacritree::gpu_timing] gpu grid [bg always], 240 frames: submit 199us  skipped 240/240  total 705us  upload 0us  backgrounds 346us  glyphs 362us  decorations -
[2026-08-28T10:33:48Z INFO  alacritree::gpu_timing] gpu grid [bg gated], 240 frames: submit 197us  skipped 240/240  total 355us  upload 0us  backgrounds 37us  glyphs 315us  decorations -
[2026-08-28T10:33:49Z INFO  alacritree::gpu_timing] gpu grid [bg always], 240 frames: submit 205us  skipped 240/240  total 627us  upload 0us  backgrounds 299us  glyphs 296us  decorations -
[2026-08-28T10:33:50Z INFO  alacritree::gpu_timing] gpu grid [bg gated], 240 frames: submit 235us  skipped 240/240  total 419us  upload 0us  backgrounds 47us  glyphs 373us  decorations -
[2026-08-28T10:33:52Z INFO  alacritree::gpu_timing] gpu grid [bg always], 240 frames: submit 298us  skipped 240/240  total 927us  upload 0us  backgrounds 516us  glyphs 409us  decorations -
[2026-08-28T10:33:53Z INFO  alacritree::gpu_timing] gpu grid [bg gated], 240 frames: submit 299us  skipped 240/240  total 470us  upload 0us  backgrounds 53us  glyphs 417us  decorations -
[2026-08-28T10:33:55Z INFO  alacritree::gpu_timing] gpu grid [bg always], 240 frames: submit 291us  skipped 240/240  total 929us  upload 0us  backgrounds 517us  glyphs 413us  decorations -
[2026-08-28T10:33:56Z INFO  alacritree::gpu_timing] gpu grid [bg gated], 240 frames: submit 288us  skipped 240/240  total 472us  upload 0us  backgrounds 53us  glyphs 419us  decorations -
[2026-08-28T10:33:58Z INFO  alacritree::gpu_timing] gpu grid [bg always], 240 frames: submit 329us  skipped 240/240  total 930us  upload 0us  backgrounds 517us  glyphs 413us  decorations -
[2026-08-28T10:33:59Z INFO  alacritree::gpu_timing] gpu grid [bg gated], 240 frames: submit 306us  skipped 240/240  total 474us  upload 0us  backgrounds 52us  glyphs 422us  decorations -
[2026-08-28T10:34:00Z INFO  alacritree::gpu_timing] gpu grid [bg always], 240 frames: submit 274us  skipped 240/240  total 822us  upload 0us  backgrounds 461us  glyphs 363us  decorations -
[2026-08-28T10:34:01Z INFO  alacritree::gpu_timing] gpu grid [bg gated], 240 frames: submit 315us  skipped 240/240  total 481us  upload 0us  backgrounds 53us  glyphs 428us  decorations -
[2026-08-28T10:34:03Z INFO  alacritree::gpu_timing] gpu grid [bg always], 240 frames: submit 300us  skipped 240/240  total 904us  upload 0us  backgrounds 463us  glyphs 389us  decorations -
[2026-08-28T10:34:04Z INFO  alacritree::gpu_timing] gpu grid [bg gated], 240 frames: submit 309us  skipped 240/240  total 471us  upload 0us  backgrounds 52us  glyphs 419us  decorations -
