plain: pid 18944, running 300s
[2026-08-28T09:45:39Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 158us  skipped 240/240  total 494us  upload 0us  backgrounds 248us  glyphs 238us  decorations -
[2026-08-28T09:45:40Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 158us  skipped 0/240  total 371us  upload 0us  backgrounds 161us  glyphs 192us  decorations 16us
[2026-08-28T09:45:40Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 163us  skipped 240/240  total 355us  upload 0us  backgrounds 161us  glyphs 193us  decorations -
[2026-08-28T09:45:41Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 183us  skipped 0/240  total 372us  upload 0us  backgrounds 161us  glyphs 192us  decorations 16us
[2026-08-28T09:45:42Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 151us  skipped 240/240  total 361us  upload 0us  backgrounds 167us  glyphs 194us  decorations -
[2026-08-28T09:45:42Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 168us  skipped 0/240  total 380us  upload 0us  backgrounds 167us  glyphs 195us  decorations 16us
[2026-08-28T09:45:43Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 141us  skipped 240/240  total 351us  upload 0us  backgrounds 161us  glyphs 189us  decorations -
[2026-08-28T09:45:43Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 225us  skipped 0/240  total 394us  upload 0us  backgrounds 173us  glyphs 206us  decorations 17us
[2026-08-28T09:45:44Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 200us  skipped 240/240  total 368us  upload 0us  backgrounds 167us  glyphs 201us  decorations -
[2026-08-28T09:45:44Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 223us  skipped 0/240  total 383us  upload 0us  backgrounds 166us  glyphs 201us  decorations 16us
[2026-08-28T09:45:45Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 198us  skipped 240/240  total 363us  upload 0us  backgrounds 161us  glyphs 199us  decorations -
[2026-08-28T09:45:45Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 208us  skipped 0/240  total 363us  upload 0us  backgrounds 154us  glyphs 194us  decorations 15us
[2026-08-28T09:45:46Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 154us  skipped 240/240  total 336us  upload 0us  backgrounds 149us  glyphs 187us  decorations -
[2026-08-28T09:45:46Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 152us  skipped 0/240  total 343us  upload 0us  backgrounds 144us  glyphs 185us  decorations 14us
[2026-08-28T09:45:47Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 163us  skipped 240/240  total 338us  upload 0us  backgrounds 145us  glyphs 190us  decorations -
[2026-08-28T09:45:47Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 203us  skipped 0/240  total 361us  upload 0us  backgrounds 149us  glyphs 194us  decorations 14us
[2026-08-28T09:45:48Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 217us  skipped 240/240  total 358us  upload 0us  backgrounds 156us  glyphs 201us  decorations -
[2026-08-28T09:45:49Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 241us  skipped 0/240  total 505us  upload 0us  backgrounds 243us  glyphs 245us  decorations 23us
[2026-08-28T09:45:50Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 245us  skipped 240/240  total 553us  upload 0us  backgrounds 277us  glyphs 274us  decorations -
[2026-08-28T09:45:51Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 357us  skipped 0/240  total 970us  upload 0us  backgrounds 514us  glyphs 406us  decorations 49us
[2026-08-28T09:45:52Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 311us  skipped 240/240  total 929us  upload 0us  backgrounds 516us  glyphs 414us  decorations -
[2026-08-28T09:45:54Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 310us  skipped 0/240  total 971us  upload 0us  backgrounds 515us  glyphs 407us  decorations 49us
[2026-08-28T09:45:55Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 252us  skipped 240/240  total 922us  upload 0us  backgrounds 515us  glyphs 405us  decorations -
[2026-08-28T09:45:57Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 269us  skipped 0/240  total 955us  upload 0us  backgrounds 515us  glyphs 390us  decorations 49us
[2026-08-28T09:45:59Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 293us  skipped 240/240  total 962us  upload 0us  backgrounds 516us  glyphs 413us  decorations -
[2026-08-28T09:46:00Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 295us  skipped 0/240  total 966us  upload 0us  backgrounds 515us  glyphs 400us  decorations 49us
[2026-08-28T09:46:02Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 280us  skipped 240/240  total 916us  upload 0us  backgrounds 515us  glyphs 399us  decorations -
[2026-08-28T09:46:04Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 306us  skipped 0/240  total 1048us  upload 0us  backgrounds 517us  glyphs 426us  decorations 49us
[2026-08-28T09:46:06Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 293us  skipped 240/240  total 912us  upload 0us  backgrounds 515us  glyphs 398us  decorations -
[2026-08-28T09:46:07Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 293us  skipped 0/240  total 960us  upload 0us  backgrounds 515us  glyphs 395us  decorations 49us
[2026-08-28T09:46:08Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 267us  skipped 240/240  total 912us  upload 0us  backgrounds 515us  glyphs 397us  decorations -
[2026-08-28T09:46:09Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 297us  skipped 0/240  total 959us  upload 0us  backgrounds 515us  glyphs 395us  decorations 49us
[2026-08-28T09:46:11Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 296us  skipped 240/240  total 910us  upload 0us  backgrounds 515us  glyphs 395us  decorations -
[2026-08-28T09:46:12Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 359us  skipped 0/240  total 967us  upload 0us  backgrounds 515us  glyphs 400us  decorations 49us
[2026-08-28T09:46:14Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 300us  skipped 240/240  total 911us  upload 0us  backgrounds 514us  glyphs 394us  decorations -
[2026-08-28T09:46:15Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 224us  skipped 0/240  total 589us  upload 0us  backgrounds 277us  glyphs 269us  decorations 27us
[2026-08-28T09:46:16Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 206us  skipped 240/240  total 544us  upload 0us  backgrounds 276us  glyphs 268us  decorations -
[2026-08-28T09:46:17Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 228us  skipped 0/240  total 573us  upload 0us  backgrounds 276us  glyphs 269us  decorations 27us
[2026-08-28T09:46:17Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 201us  skipped 240/240  total 444us  upload 0us  backgrounds 210us  glyphs 225us  decorations -
[2026-08-28T09:46:18Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 216us  skipped 0/240  total 342us  upload 0us  backgrounds 140us  glyphs 188us  decorations 14us
[2026-08-28T09:46:18Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 216us  skipped 240/240  total 343us  upload 0us  backgrounds 146us  glyphs 195us  decorations -
[2026-08-28T09:46:19Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 232us  skipped 0/240  total 373us  upload 0us  backgrounds 156us  glyphs 200us  decorations 15us
[2026-08-28T09:46:20Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 197us  skipped 240/240  total 335us  upload 0us  backgrounds 144us  glyphs 192us  decorations -
[2026-08-28T09:46:20Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 216us  skipped 0/240  total 352us  upload 0us  backgrounds 145us  glyphs 191us  decorations 14us
[2026-08-28T09:46:21Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 182us  skipped 240/240  total 344us  upload 0us  backgrounds 154us  glyphs 192us  decorations -
[2026-08-28T09:46:21Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 176us  skipped 0/240  total 342us  upload 0us  backgrounds 141us  glyphs 186us  decorations 14us
[2026-08-28T09:46:22Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 172us  skipped 240/240  total 340us  upload 0us  backgrounds 153us  glyphs 189us  decorations -
[2026-08-28T09:46:23Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 225us  skipped 0/240  total 445us  upload 0us  backgrounds 207us  glyphs 218us  decorations 20us
[2026-08-28T09:46:23Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 210us  skipped 240/240  total 351us  upload 0us  backgrounds 150us  glyphs 202us  decorations -
[2026-08-28T09:46:24Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 231us  skipped 0/240  total 421us  upload 0us  backgrounds 189us  glyphs 213us  decorations 18us
[2026-08-28T09:46:25Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 208us  skipped 240/240  total 446us  upload 0us  backgrounds 218us  glyphs 228us  decorations -
[2026-08-28T09:46:25Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 227us  skipped 0/240  total 423us  upload 0us  backgrounds 189us  glyphs 213us  decorations 18us
[2026-08-28T09:46:26Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 196us  skipped 240/240  total 346us  upload 0us  backgrounds 150us  glyphs 194us  decorations -
[2026-08-28T09:46:27Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 195us  skipped 0/240  total 321us  upload 0us  backgrounds 129us  glyphs 179us  decorations 12us
[2026-08-28T09:46:28Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 213us  skipped 240/240  total 323us  upload 0us  backgrounds 135us  glyphs 189us  decorations -
[2026-08-28T09:46:28Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 233us  skipped 0/240  total 341us  upload 0us  backgrounds 136us  glyphs 191us  decorations 13us
[2026-08-28T09:46:29Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 192us  skipped 240/240  total 326us  upload 0us  backgrounds 140us  glyphs 187us  decorations -
[2026-08-28T09:46:29Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 148us  skipped 0/240  total 306us  upload 0us  backgrounds 122us  glyphs 171us  decorations 12us
[2026-08-28T09:46:30Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 141us  skipped 240/240  total 296us  upload 0us  backgrounds 124us  glyphs 171us  decorations -
[2026-08-28T09:46:30Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 166us  skipped 0/240  total 309us  upload 0us  backgrounds 123us  glyphs 174us  decorations 12us
[2026-08-28T09:46:31Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 150us  skipped 240/240  total 299us  upload 0us  backgrounds 124us  glyphs 174us  decorations -
[2026-08-28T09:46:31Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 149us  skipped 0/240  total 309us  upload 0us  backgrounds 125us  glyphs 171us  decorations 12us
[2026-08-28T09:46:32Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 159us  skipped 240/240  total 406us  upload 0us  backgrounds 198us  glyphs 206us  decorations -
[2026-08-28T09:46:33Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 284us  skipped 0/240  total 884us  upload 0us  backgrounds 459us  glyphs 364us  decorations 44us
[2026-08-28T09:46:35Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 281us  skipped 240/240  total 912us  upload 0us  backgrounds 464us  glyphs 396us  decorations -
[2026-08-28T09:46:36Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 323us  skipped 0/240  total 967us  upload 0us  backgrounds 514us  glyphs 401us  decorations 49us
[2026-08-28T09:46:38Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 269us  skipped 240/240  total 816us  upload 0us  backgrounds 458us  glyphs 358us  decorations -
[2026-08-28T09:46:39Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 300us  skipped 0/240  total 995us  upload 0us  backgrounds 514us  glyphs 421us  decorations 49us
[2026-08-28T09:46:41Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 230us  skipped 240/240  total 806us  upload 0us  backgrounds 457us  glyphs 348us  decorations -
[2026-08-28T09:46:42Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 225us  skipped 0/240  total 785us  upload 0us  backgrounds 413us  glyphs 333us  decorations 40us
[2026-08-28T09:46:43Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 299us  skipped 240/240  total 930us  upload 0us  backgrounds 514us  glyphs 413us  decorations -
[2026-08-28T09:46:44Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 311us  skipped 0/240  total 979us  upload 0us  backgrounds 513us  glyphs 410us  decorations 49us
[2026-08-28T09:46:46Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 305us  skipped 240/240  total 895us  upload 0us  backgrounds 511us  glyphs 381us  decorations -
[2026-08-28T09:46:47Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 281us  skipped 0/240  total 880us  upload 0us  backgrounds 460us  glyphs 366us  decorations 44us
[2026-08-28T09:46:48Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 261us  skipped 240/240  total 817us  upload 0us  backgrounds 458us  glyphs 357us  decorations -
[2026-08-28T09:46:49Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 291us  skipped 0/240  total 873us  upload 0us  backgrounds 460us  glyphs 365us  decorations 44us
[2026-08-28T09:46:51Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 251us  skipped 240/240  total 820us  upload 0us  backgrounds 459us  glyphs 362us  decorations -
[2026-08-28T09:46:52Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 278us  skipped 0/240  total 871us  upload 0us  backgrounds 459us  glyphs 362us  decorations 44us
[2026-08-28T09:46:53Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 277us  skipped 240/240  total 814us  upload 0us  backgrounds 458us  glyphs 356us  decorations -
[2026-08-28T09:46:54Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 288us  skipped 0/240  total 954us  upload 0us  backgrounds 512us  glyphs 391us  decorations 37us
[2026-08-28T09:46:55Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 184us  skipped 240/240  total 492us  upload 0us  backgrounds 244us  glyphs 243us  decorations -
[2026-08-28T09:46:56Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 203us  skipped 0/240  total 539us  upload 0us  backgrounds 259us  glyphs 253us  decorations 25us
[2026-08-28T09:46:56Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 151us  skipped 240/240  total 503us  upload 0us  backgrounds 259us  glyphs 244us  decorations -
[2026-08-28T09:46:57Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 158us  skipped 0/240  total 524us  upload 0us  backgrounds 258us  glyphs 241us  decorations 25us
[2026-08-28T09:46:57Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 142us  skipped 240/240  total 469us  upload 0us  backgrounds 243us  glyphs 229us  decorations -
[2026-08-28T09:46:58Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 203us  skipped 0/240  total 519us  upload 0us  backgrounds 245us  glyphs 242us  decorations 24us
[2026-08-28T09:46:59Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 177us  skipped 240/240  total 598us  upload 0us  backgrounds 317us  glyphs 282us  decorations -
[2026-08-28T09:47:00Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 178us  skipped 0/240  total 639us  upload 0us  backgrounds 318us  glyphs 289us  decorations 30us
[2026-08-28T09:47:00Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 182us  skipped 240/240  total 642us  upload 0us  backgrounds 344us  glyphs 297us  decorations -
[2026-08-28T09:47:01Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 195us  skipped 0/240  total 678us  upload 0us  backgrounds 344us  glyphs 301us  decorations 33us
[2026-08-28T09:47:03Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 205us  skipped 240/240  total 653us  upload 0us  backgrounds 345us  glyphs 306us  decorations -
[2026-08-28T09:47:04Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 247us  skipped 0/240  total 743us  upload 0us  backgrounds 376us  glyphs 327us  decorations 36us
[2026-08-28T09:47:06Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 244us  skipped 240/240  total 704us  upload 0us  backgrounds 375us  glyphs 328us  decorations -
[2026-08-28T09:47:07Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 231us  skipped 0/240  total 682us  upload 0us  backgrounds 345us  glyphs 304us  decorations 33us
[2026-08-28T09:47:08Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 229us  skipped 240/240  total 651us  upload 0us  backgrounds 344us  glyphs 307us  decorations -
[2026-08-28T09:47:09Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 226us  skipped 0/240  total 681us  upload 0us  backgrounds 344us  glyphs 300us  decorations 33us
[2026-08-28T09:47:10Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 180us  skipped 240/240  total 290us  upload 0us  backgrounds 118us  glyphs 172us  decorations -
[2026-08-28T09:47:10Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 195us  skipped 0/240  total 659us  upload 0us  backgrounds 316us  glyphs 267us  decorations 27us
[2026-08-28T09:47:12Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 242us  skipped 240/240  total 832us  upload 0us  backgrounds 457us  glyphs 374us  decorations -
[2026-08-28T09:47:13Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 348us  skipped 0/240  total 992us  upload 0us  backgrounds 515us  glyphs 424us  decorations 49us
[2026-08-28T09:47:15Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 305us  skipped 240/240  total 938us  upload 0us  backgrounds 515us  glyphs 417us  decorations -
[2026-08-28T09:47:16Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 317us  skipped 0/240  total 988us  upload 0us  backgrounds 514us  glyphs 417us  decorations 49us
[2026-08-28T09:47:18Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 278us  skipped 240/240  total 916us  upload 0us  backgrounds 513us  glyphs 399us  decorations -
[2026-08-28T09:47:19Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 342us  skipped 0/240  total 999us  upload 0us  backgrounds 514us  glyphs 431us  decorations 49us
[2026-08-28T09:47:20Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 267us  skipped 240/240  total 896us  upload 0us  backgrounds 512us  glyphs 381us  decorations -
[2026-08-28T09:47:21Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 252us  skipped 0/240  total 855us  upload 0us  backgrounds 458us  glyphs 353us  decorations 44us
[2026-08-28T09:47:22Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 280us  skipped 240/240  total 899us  upload 0us  backgrounds 512us  glyphs 383us  decorations -
[2026-08-28T09:47:24Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 338us  skipped 0/240  total 951us  upload 0us  backgrounds 514us  glyphs 386us  decorations 49us
[2026-08-28T09:47:26Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 319us  skipped 240/240  total 907us  upload 0us  backgrounds 515us  glyphs 390us  decorations -
[2026-08-28T09:47:27Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 247us  skipped 0/240  total 857us  upload 0us  backgrounds 458us  glyphs 354us  decorations 44us
[2026-08-28T09:47:28Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 211us  skipped 240/240  total 744us  upload 0us  backgrounds 413us  glyphs 331us  decorations -
[2026-08-28T09:47:29Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 220us  skipped 0/240  total 762us  upload 0us  backgrounds 345us  glyphs 327us  decorations 33us
[2026-08-28T09:47:30Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 138us  skipped 240/240  total 376us  upload 0us  backgrounds 188us  glyphs 193us  decorations -
[2026-08-28T09:47:30Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 145us  skipped 0/240  total 290us  upload 0us  backgrounds 112us  glyphs 168us  decorations 11us
[2026-08-28T09:47:30Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 135us  skipped 240/240  total 272us  upload 0us  backgrounds 109us  glyphs 163us  decorations -
[2026-08-28T09:47:31Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 145us  skipped 0/240  total 283us  upload 0us  backgrounds 108us  glyphs 163us  decorations 11us
[2026-08-28T09:47:31Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 148us  skipped 240/240  total 280us  upload 0us  backgrounds 112us  glyphs 167us  decorations -
[2026-08-28T09:47:32Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 153us  skipped 0/240  total 285us  upload 0us  backgrounds 110us  glyphs 165us  decorations 11us
[2026-08-28T09:47:32Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 148us  skipped 240/240  total 276us  upload 0us  backgrounds 110us  glyphs 166us  decorations -
[2026-08-28T09:47:33Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 188us  skipped 0/240  total 299us  upload 0us  backgrounds 118us  glyphs 170us  decorations 11us
[2026-08-28T09:47:33Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 186us  skipped 240/240  total 407us  upload 0us  backgrounds 198us  glyphs 211us  decorations -
[2026-08-28T09:47:34Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 208us  skipped 0/240  total 495us  upload 0us  backgrounds 231us  glyphs 234us  decorations 22us
[2026-08-28T09:47:35Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 232us  skipped 240/240  total 651us  upload 0us  backgrounds 345us  glyphs 304us  decorations -
[2026-08-28T09:47:36Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 261us  skipped 0/240  total 642us  upload 0us  backgrounds 318us  glyphs 292us  decorations 31us
[2026-08-28T09:47:37Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 203us  skipped 240/240  total 590us  upload 0us  backgrounds 317us  glyphs 280us  decorations -
[2026-08-28T09:47:37Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 189us  skipped 0/240  total 674us  upload 0us  backgrounds 344us  glyphs 297us  decorations 33us
[2026-08-28T09:47:38Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 216us  skipped 240/240  total 648us  upload 0us  backgrounds 345us  glyphs 304us  decorations -
[2026-08-28T09:47:39Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 204us  skipped 0/240  total 608us  upload 0us  backgrounds 277us  glyphs 272us  decorations 27us
[2026-08-28T09:47:40Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 170us  skipped 240/240  total 438us  upload 0us  backgrounds 209us  glyphs 223us  decorations -
[2026-08-28T09:47:41Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 231us  skipped 0/240  total 787us  upload 0us  backgrounds 413us  glyphs 332us  decorations 40us
[2026-08-28T09:47:42Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 269us  skipped 240/240  total 928us  upload 0us  backgrounds 513us  glyphs 413us  decorations -
[2026-08-28T09:47:43Z INFO  alacritree::gpu_timing] gpu grid [deco always], 240 frames: submit 308us  skipped 0/240  total 985us  upload 0us  backgrounds 514us  glyphs 419us  decorations 49us
[2026-08-28T09:47:45Z INFO  alacritree::gpu_timing] gpu grid [deco gated], 240 frames: submit 317us  skipped 240/240  total 906us  upload 0us  backgrounds 515us  glyphs 390us  decorations -
